value,rentm,bdrms,non_bdrms,condition,coopcond,elevator,agperswt,borough,sub_borough,income,race,income_tile,owned,year
9999999,247,3,1,3,1,2,625769,3,10,0,3,1,0,2011
25000,99999,2,1,2,3,1,36799072,3,9,1,2,3,1,2011
9999999,777,4,1,3,1,1,84196208,3,2,1,4,3,0,2011
9999999,2500,3,0,2,1,1,62596456,3,3,0,1,1,0,2011
9999999,3000,2,1,2,1,1,37445024,3,5,1,1,3,0,2011
9999999,1445,2,0,3,1,1,62507220,3,6,0,3,1,0,2011
9999999,1368,3,1,2,1,1,18315528,3,9,0,1,1,0,2011
9999999,123,2,0,2,1,1,17557088,3,10,0,3,1,0,2011
9999999,1500,2,0,2,1,2,20753122,3,9,1,1,3,0,2011
800000,99999,3,1,2,3,1,38538772,3,3,0,1,1,1,2011
375000,99999,1,0,2,2,1,20209968,3,1,0,1,1,1,2011
100000,99999,1,0,2,3,1,18938192,3,5,0,1,1,1,2011
9999999,804,3,1,2,1,1,17239036,3,10,1,2,3,0,2011
9999999,1300,2,1,2,1,1,24313652,3,2,0,4,1,0,2011
250000,99999,5,1,3,3,1,63229488,3,8,1,2,3,1,2011
9999999,957,4,1,2,1,2,43798556,3,8,1,2,3,0,2011
9999999,1900,2,0,2,1,2,40230880,3,6,0,1,1,0,2011
440000,99999,3,1,2,3,1,37050020,3,5,1,1,3,1,2011
9999999,4500,4,2,2,1,1,18938192,3,5,0,1,1,0,2011
9999999,1732,2,1,2,1,2,19340500,3,3,0,1,1,0,2011
745000,99999,3,1,2,2,1,18722512,3,1,1,4,3,1,2011
5162488,99999,4,3,2,3,1,37050020,3,5,1,1,3,1,2011
500000,99999,2,1,2,3,1,37050020,3,5,0,1,1,1,2011
9999999,3500,2,0,2,1,1,32163754,3,2,0,1,1,0,2011
9999999,491,2,1,2,1,2,20932862,3,5,1,3,3,0,2011
9999999,2000,2,0,2,1,1,18938192,3,5,1,1,3,0,2011
9999999,666,2,1,2,1,2,78602792,3,5,1,2,3,0,2011
9999999,1100,2,0,2,1,1,19079532,3,4,1,1,3,0,2011
9999999,1155,3,1,2,1,1,28155816,3,9,0,2,1,0,2011
9999999,1500,2,1,2,1,2,17770196,3,9,1,3,3,0,2011
9999999,890,3,1,2,1,1,40317744,3,10,0,3,1,0,2011
9999999,1121,1,0,2,1,1,19344896,3,7,0,4,1,0,2011
9999999,1000,4,1,2,1,1,59753152,3,8,0,2,1,0,2011
9999999,2550,1,0,2,1,1,19340500,3,3,0,1,1,0,2011
9999999,852,2,2,2,1,2,55474392,3,10,1,3,3,0,2011
9999999,1740,2,1,2,1,2,18825748,3,1,1,1,3,0,2011
445000,99999,2,0,2,3,1,34605060,3,6,1,1,3,1,2011
9999999,6866,2,1,2,1,1,18576600,3,3,1,1,3,0,2011
9999999,334,3,1,2,1,1,57813604,3,9,0,3,1,0,2011
9999999,350,3,1,2,1,2,625769,3,7,0,3,1,0,2011
1400000,99999,3,2,2,3,1,20025740,3,5,0,1,1,1,2011
9999999,941,2,1,2,1,2,42337296,3,10,0,3,1,0,2011
9999999,900,2,0,2,1,1,16309136,3,10,0,3,1,0,2011
950000,99999,3,2,2,3,1,38538772,3,3,1,4,3,1,2011
9999999,550,3,1,2,1,1,44134544,3,8,1,2,3,0,2011
9999999,119,4,1,2,1,2,35540392,3,9,0,3,1,0,2011
9999999,332,1,0,2,1,1,38195292,3,2,0,4,1,0,2011
9999999,2200,2,1,2,1,1,18828732,3,1,1,1,3,0,2011
9999999,2675,2,0,2,1,1,19340500,3,3,1,1,3,0,2011
9999999,1205,1,0,2,1,1,15654726,3,4,0,2,1,0,2011
9999999,369,2,1,2,1,2,39479864,3,2,0,4,1,0,2011
500000,99999,2,1,2,3,1,22620252,3,3,0,1,1,1,2011
9999999,146,2,1,3,1,1,45511772,3,6,0,4,1,0,2011
9999999,1400,3,1,2,1,1,20329842,3,4,0,4,1,0,2011
600000,99999,2,1,2,3,1,44021264,3,2,0,4,1,1,2011
9999999,950,2,1,2,1,1,17557088,3,10,1,3,3,0,2011
9999999,1150,2,2,2,3,1,31825254,3,4,0,1,1,0,2011
9999999,224,3,1,2,1,1,20932862,3,5,0,3,1,0,2011
9999999,1850,1,0,2,1,1,19340500,3,3,0,1,1,0,2011
1200000,99999,4,1,2,1,2,36924292,3,8,1,1,3,1,2011
9999999,3000,2,1,2,1,1,19340500,3,3,1,1,3,0,2011
9999999,2200,2,1,2,1,1,42402104,3,6,0,1,1,0,2011
9999999,1240,2,0,2,1,2,37327856,3,5,1,1,3,0,2011
9999999,1155,2,1,2,1,1,17770196,3,9,0,3,1,0,2011
9999999,1750,1,0,2,1,1,19340500,3,3,1,1,3,0,2011
9999999,500,2,1,2,1,1,74840032,3,2,0,4,1,0,2011
9999999,2400,2,0,2,1,1,19340500,3,3,0,1,1,0,2011
9999999,1199,5,1,2,1,1,84597888,3,10,1,3,3,0,2011
9999999,1850,1,0,2,2,1,21861640,3,4,1,4,3,0,2011
9999999,2000,1,1,2,1,2,18938192,3,5,0,1,1,0,2011
9999999,1641,3,1,2,1,1,16991848,3,3,0,3,1,0,2011
9999999,357,4,1,2,1,1,2356347,3,8,1,2,3,0,2011
9999999,2570,2,1,2,1,1,21201052,3,6,0,1,1,0,2011
600000,99999,3,1,2,3,1,30202188,3,10,1,1,3,1,2011
9999999,800,2,0,2,1,1,36924292,3,8,1,4,3,0,2011
9999999,1850,1,1,2,1,2,20932862,3,5,1,3,3,0,2011
9999999,1213,4,1,2,1,1,40955112,3,3,0,3,1,0,2011
9999999,1500,3,1,2,1,1,35221412,3,4,0,1,1,0,2011
9999999,625,2,1,2,1,1,20932862,3,5,1,3,3,0,2011
9999999,1550,3,1,2,1,1,72056816,3,10,0,3,1,0,2011
9999999,2650,1,0,2,1,1,20753122,3,3,0,1,1,0,2011
9999999,600,2,0,2,3,2,18825748,3,1,1,1,3,0,2011
735000,99999,2,1,2,3,1,34871672,3,4,0,3,1,1,2011
9999999,2700,2,1,2,1,1,41585008,3,5,1,1,3,0,2011
5162488,99999,4,2,2,3,1,15189042,3,6,0,1,1,1,2011
9999999,918,2,1,2,1,2,32034364,3,10,0,2,1,0,2011
9999999,1950,1,0,2,2,1,19079532,3,4,0,1,1,0,2011
9999999,1800,2,1,2,1,2,16309136,3,10,1,3,3,0,2011
9999999,4000,2,1,2,1,1,16552704,3,6,1,1,3,0,2011
9999999,1700,1,0,2,3,1,20753122,3,4,0,1,1,0,2011
450000,99999,2,1,2,3,1,65286052,3,6,0,1,1,1,2011
9999999,1315,2,1,2,1,2,22542574,3,6,0,3,1,0,2011
9999999,500,2,1,3,1,2,625769,3,2,0,3,1,0,2011
9999999,600,2,1,2,1,2,18825748,3,1,1,1,3,0,2011
9999999,3900,2,1,2,4,1,17129884,3,5,1,1,3,0,2011
9999999,445,4,1,2,1,1,65565704,3,7,1,2,3,0,2011
9999999,2000,2,0,2,1,2,18938192,3,5,0,1,1,0,2011
9999999,857,4,1,2,1,2,165626336,3,10,0,3,1,0,2011
9999999,2350,1,0,2,2,1,18825748,3,1,0,1,1,0,2011
9999999,1025,2,0,2,1,2,17599688,3,8,1,2,3,0,2011
9999999,420,1,0,2,1,1,17770196,3,9,0,3,1,0,2011
525000,99999,3,2,2,3,1,97144792,3,9,1,1,3,1,2011
9999999,99999,2,1,2,1,1,36615144,3,3,0,1,1,1,2011
9999999,2200,1,1,2,1,1,16991848,3,3,0,3,1,0,2011
9999999,2750,2,1,3,1,1,37483140,3,3,1,4,3,0,2011
330000,99999,1,0,2,3,1,21861640,3,4,0,4,1,1,2011
9999999,918,1,0,2,1,2,21201052,3,6,0,1,1,0,2011
9999999,2450,3,0,2,1,1,39621824,3,4,1,1,3,0,2011
9999999,225,2,1,2,1,2,625769,3,10,0,3,1,0,2011
600000,99999,3,1,2,3,1,32406152,3,6,0,1,1,1,2011
9999999,1450,2,0,2,1,2,66683224,3,8,1,1,3,0,2011
9999999,2000,2,1,2,1,2,17340440,3,4,1,1,3,0,2011
9999999,449,4,1,2,1,1,84932752,3,2,0,4,1,0,2011
9999999,254,4,1,2,1,2,1508985,3,7,0,3,1,0,2011
5162488,99999,5,3,2,3,1,96626840,3,6,0,1,1,1,2011
500000,99999,3,1,2,3,1,53528944,3,2,1,2,3,1,2011
9999999,1410,1,0,3,1,2,18736204,3,2,1,1,3,0,2011
9999999,3000,3,1,2,3,1,32163754,3,2,0,1,1,0,2011
9999999,750,2,0,1,1,2,53634664,3,2,0,4,1,0,2011
9999999,2000,2,0,8,1,2,19340500,3,3,1,3,3,0,2011
9999999,1800,3,0,3,3,2,40919864,3,6,0,1,1,0,2011
9999999,850,2,0,2,1,2,31445988,3,8,1,2,3,0,2011
9999999,1200,1,0,2,1,2,35540392,3,9,0,3,1,0,2011
850000,99999,2,1,2,3,1,20209968,3,1,0,1,1,1,2011
9999999,345,6,1,2,1,1,144103472,3,8,1,3,3,0,2011
9999999,247,3,1,2,1,2,3353675,3,10,0,3,1,0,2011
9999999,1556,2,1,3,1,2,18736204,3,2,1,1,3,0,2011
9999999,1100,1,0,2,1,1,20753122,3,6,1,1,3,0,2011
9999999,400,5,2,1,1,1,1871212,3,8,1,2,3,0,2011
9999999,850,1,0,2,1,1,20753122,3,10,0,1,1,0,2011
550000,99999,1,0,2,2,1,14632568,3,5,0,4,1,1,2011
9999999,768,2,2,2,1,1,20753122,3,2,1,4,3,0,2011
9999999,2500,2,0,2,1,2,18825748,3,1,1,3,3,0,2011
9999999,2950,2,1,2,1,1,41269408,3,6,0,4,1,0,2011
9999999,1685,3,1,2,1,1,41957464,3,7,0,3,1,0,2011
9999999,1500,2,0,3,1,2,37732392,3,2,1,1,3,0,2011
9999999,402,1,0,2,1,1,20932862,3,5,0,2,1,0,2011
5162488,99999,5,2,2,1,2,126537376,3,2,1,1,3,1,2011
9999999,1160,3,1,2,1,2,41506244,3,8,0,2,1,0,2011
2500000,99999,4,3,2,3,1,93567168,3,6,0,1,1,1,2011
9999999,573,2,0,2,1,2,155556912,3,3,0,3,1,0,2011
9999999,2600,1,0,2,1,1,19340500,3,3,0,1,1,0,2011
9999999,675,3,0,2,1,2,55285228,3,8,1,2,3,0,2011
9999999,400,4,1,2,1,1,47211200,3,2,1,3,3,0,2011
9999999,1500,3,1,2,1,1,20753122,3,10,0,1,1,0,2011
650000,99999,2,1,2,3,1,34605060,3,6,0,1,1,1,2011
9999999,1825,2,1,2,1,1,19079532,3,4,1,1,3,0,2011
9999999,1500,1,1,2,1,2,42402104,3,6,1,1,3,0,2011
9999999,248,3,2,3,1,2,513782,3,2,1,1,3,0,2011
250000,99999,3,1,2,3,1,85485944,3,10,0,3,1,1,2011
9999999,950,1,0,2,1,1,18315528,3,8,0,1,1,0,2011
9999999,700,1,0,2,1,1,20932862,3,5,0,3,1,0,2011
9999999,350,4,1,2,1,2,1865116,3,8,1,2,3,0,2011
9999999,2000,3,1,2,1,1,64388424,3,6,1,1,3,0,2011
9999999,300,1,0,3,1,2,18866196,3,2,0,4,1,0,2011
5162488,99999,5,3,2,3,1,34605060,3,6,1,1,3,1,2011
438000,99999,2,0,2,3,2,37050020,3,5,0,1,1,1,2011
9999999,650,2,0,2,1,2,47037432,3,2,0,4,1,0,2011
9999999,2200,3,1,2,1,2,34374448,3,6,0,1,1,0,2011
9999999,497,2,1,2,1,1,17770196,3,9,0,3,1,0,2011
9999999,302,5,1,2,1,2,2392200,3,7,0,3,1,0,2011
9999999,1400,2,1,2,3,2,33105408,3,6,0,1,1,0,2011
9999999,417,2,1,2,1,2,17599688,3,8,0,2,1,0,2011
9999999,1550,1,0,2,1,1,22542574,3,6,0,3,1,0,2011
2000000,99999,3,2,2,3,1,49055020,3,1,0,1,1,1,2011
9999999,2350,1,1,2,3,1,18825748,3,1,0,1,1,0,2011
9999999,3200,2,0,2,1,1,22339892,3,7,0,1,1,0,2011
9999999,3200,2,1,2,1,1,33105408,3,6,1,1,3,0,2011
9999999,283,2,1,2,1,1,37243060,3,8,1,2,3,0,2011
9999999,1420,2,1,3,1,2,21201052,3,6,0,1,1,0,2011
9999999,2200,1,0,2,1,2,18825748,3,1,0,1,1,0,2011
9999999,1795,2,1,2,1,2,18825748,3,1,0,1,1,0,2011
9999999,600,2,1,3,1,2,19340500,3,3,0,1,1,0,2011
9999999,2950,2,0,2,1,1,33058420,3,1,0,1,1,0,2011
9999999,1550,1,0,2,1,1,16991848,3,3,0,4,1,0,2011
9999999,3200,2,1,2,1,1,21201052,3,6,1,1,3,0,2011
9999999,2400,3,1,2,3,1,31001794,3,6,1,1,3,0,2011
9999999,1100,2,0,2,1,1,16309136,3,10,0,3,1,0,2011
9999999,650,3,1,2,1,1,38195292,3,2,1,4,3,0,2011
9999999,2200,2,1,2,1,1,18722512,3,5,1,1,3,0,2011
650000,99999,1,0,2,2,1,17435836,3,4,1,4,3,1,2011
9999999,2875,2,0,2,1,1,19079532,3,4,0,1,1,0,2011
9999999,1200,3,1,2,1,1,33921104,3,4,0,1,1,0,2011
5162488,99999,3,1,2,3,1,37445024,3,6,1,1,3,1,2011
9999999,615,5,1,2,1,1,63755872,3,7,0,2,1,0,2011
9999999,6866,4,1,2,1,1,60269740,3,1,0,1,1,0,2011
395000,99999,3,0,2,3,2,55376532,3,2,1,4,3,1,2011
9999999,1000,2,0,2,1,1,18576600,3,3,0,1,1,0,2011
9999999,450,4,1,2,1,2,3301310,3,7,0,3,1,0,2011
9999999,1350,2,1,2,1,2,70454720,3,2,1,4,3,0,2011
9999999,500,4,1,2,1,1,33684776,3,7,0,2,1,0,2011
900000,99999,4,1,2,3,1,26173832,3,10,1,1,3,1,2011
9999999,1200,4,1,2,1,1,58983848,3,10,0,3,1,0,2011
9999999,2700,1,0,2,1,1,41418908,3,4,0,4,1,0,2011
9999999,1800,2,0,2,1,2,37434588,3,2,1,1,3,0,2011
9999999,1535,1,0,3,1,2,18736204,3,2,0,1,1,0,2011
9999999,460,1,1,2,1,2,22542574,3,6,0,3,1,0,2011
9999999,3383,3,1,2,1,1,35726328,3,4,0,2,1,0,2011
9999999,1850,1,0,2,1,2,16529210,3,1,0,1,1,0,2011
1200,99999,4,1,2,3,2,45400072,3,7,1,3,3,1,2011
9999999,1350,2,0,2,1,2,41506244,3,7,0,1,1,0,2011
1000000,99999,2,2,2,3,1,21861640,3,4,0,1,1,1,2011
600000,99999,4,1,2,3,1,20025740,3,5,1,1,3,1,2011
9999999,1100,2,1,2,1,2,55474392,3,10,1,3,3,0,2011
1100000,99999,2,1,2,3,1,76300768,3,1,0,1,1,1,2011
9999999,2650,4,0,2,1,2,67124680,3,1,1,4,3,0,2011
9999999,1800,1,1,2,1,1,22542574,3,6,0,2,1,0,2011
1000000,99999,3,1,2,2,1,34605060,3,6,1,2,3,1,2011
9999999,2600,3,1,2,3,1,34374448,3,6,0,1,1,0,2011
9999999,1175,2,1,2,1,2,78024744,3,10,0,3,1,0,2011
9999999,2050,3,1,2,1,1,32187880,3,10,0,1,1,0,2011
9999999,1675,3,0,2,1,1,20683880,3,10,0,1,1,0,2011
500000,99999,4,1,2,3,1,82943776,3,2,1,3,3,1,2011
9999999,3000,3,1,2,1,1,21201052,3,6,1,1,3,0,2011
9999999,975,4,1,3,1,2,3954526,3,2,0,3,1,0,2011
300000,99999,2,1,2,2,1,25204430,3,7,1,4,3,1,2011
9999999,2400,2,2,2,1,1,15654726,3,1,0,2,1,0,2011
9999999,495,2,1,2,1,1,35114176,3,10,0,3,1,0,2011
9999999,1195,4,1,2,1,1,48383172,3,5,1,2,3,0,2011
9999999,250,2,1,2,1,2,500619,3,7,0,3,1,0,2011
9999999,1200,2,1,2,1,1,19079532,3,4,0,1,1,0,2011
12000,99999,2,1,2,3,1,26173832,3,2,1,1,3,1,2011
9999999,1063,3,1,2,1,2,31954416,3,10,1,3,3,0,2011
9999999,1870,3,1,2,1,1,32950414,3,4,0,1,1,0,2011
9999999,332,2,1,2,1,1,18866196,3,2,1,4,3,0,2011
9999999,1600,1,1,2,1,1,19340500,3,3,0,1,1,0,2011
12000,99999,3,2,2,3,1,70617576,3,3,1,2,3,1,2011
9999999,4200,3,2,2,1,1,41585008,3,5,1,1,3,0,2011
9999999,2200,2,0,2,3,1,19079532,3,4,0,1,1,0,2011
9999999,1800,3,1,2,1,1,56657912,3,8,1,2,3,0,2011
900000,99999,3,2,2,3,1,20025740,3,5,0,4,1,1,2011
9999999,500,2,0,2,1,2,635389,3,3,0,1,1,0,2011
9999999,2240,2,0,2,1,1,15654726,3,1,1,4,3,0,2011
9999999,1667,3,2,2,1,1,21201052,3,6,0,1,1,0,2011
9999999,400,2,1,3,1,2,38195292,3,2,1,4,3,0,2011
9999999,1200,1,0,2,1,1,29265136,3,5,1,3,3,0,2011
9999999,3900,4,1,2,4,1,47381176,3,4,0,1,1,0,2011
9999999,859,2,0,2,1,1,67793728,3,2,1,1,3,0,2011
9999999,6866,4,1,2,1,1,48061972,3,3,0,4,1,0,2011
9999999,750,3,1,2,4,1,19097644,3,2,0,3,1,0,2011
9999999,1175,2,1,3,1,2,67146464,3,10,1,3,3,0,2011
9999999,600,2,1,8,1,2,16991848,3,3,1,3,3,0,2011
9999999,676,4,2,2,1,1,17383888,3,8,0,3,1,0,2011
9999999,302,4,1,2,1,2,3977138,3,10,0,3,1,0,2011
9999999,1495,2,0,2,1,1,21201052,3,6,0,1,1,0,2011
300000,99999,2,1,3,3,2,34605060,3,6,0,1,1,1,2011
9999999,1800,4,1,2,1,1,56939736,3,10,1,1,3,0,2011
9999999,1100,2,1,2,1,2,20792504,3,5,1,1,3,0,2011
9999999,248,3,1,2,1,2,625769,3,7,0,3,1,0,2011
9999999,1345,4,1,2,1,2,39497184,3,10,0,3,1,0,2011
800000,99999,3,1,2,3,1,15189042,3,6,1,1,3,1,2011
9999999,1450,2,1,2,1,1,54902988,3,10,1,3,3,0,2011
9999999,2895,2,1,2,1,1,21201052,3,6,0,1,1,0,2011
9999999,2050,3,1,2,1,1,39101000,3,1,0,1,1,0,2011
9999999,659,3,1,2,1,2,16309136,3,10,0,3,1,0,2011
9999999,1861,3,0,2,1,2,56594360,3,8,0,2,1,0,2011
550000,99999,2,0,2,3,1,73280944,3,5,0,1,1,1,2011
9999999,2450,2,1,2,1,1,18767582,3,1,1,4,3,0,2011
1300000,99999,3,0,2,2,1,22010632,3,2,1,3,3,1,2011
250000,99999,4,1,2,3,1,67146464,3,8,1,2,3,1,2011
1500000,99999,4,3,2,3,1,37050020,3,5,1,1,3,1,2011
9999999,2100,2,0,2,1,1,13957412,3,9,0,4,1,0,2011
9999999,675,2,0,2,1,2,21201052,3,6,0,1,1,0,2011
320000,99999,1,0,3,3,2,49055020,3,1,0,1,1,1,2011
9999999,206,4,1,2,1,1,74165760,3,2,0,3,1,0,2011
400000,99999,1,0,2,3,1,18722512,3,5,1,1,3,1,2011
9999999,1400,2,1,2,1,1,32187880,3,10,0,1,1,0,2011
9999999,302,2,0,2,1,2,797155,3,2,0,1,1,0,2011
9999999,1054,3,1,2,1,2,45400072,3,7,1,3,3,0,2011
9999999,2300,2,1,3,1,2,18825748,3,1,1,1,3,0,2011
995000,99999,3,1,2,3,1,15189042,3,6,0,1,1,1,2011
9999999,1144,1,0,2,1,1,19079532,3,4,1,1,3,0,2011
9999999,1900,2,1,2,1,2,17340440,3,4,0,3,1,0,2011
9999999,99999,3,1,2,3,1,18938192,3,5,1,1,3,1,2011
9999999,2900,4,1,2,1,2,20753122,3,7,0,1,1,0,2011
600000,99999,2,1,2,3,1,17435836,3,4,0,1,1,1,2011
9999999,1300,3,1,2,1,2,46392504,3,7,1,1,3,0,2011
9999999,241,2,1,2,1,1,15686945,3,3,1,2,3,0,2011
600000,99999,2,0,2,3,1,55625256,3,5,1,1,3,1,2011
9999999,3850,2,1,2,1,1,19340500,3,3,1,1,3,0,2011
9999999,534,2,0,2,1,1,42337296,3,10,1,3,3,0,2011
1200000,99999,3,1,2,3,1,51406440,3,6,1,1,3,1,2011
9999999,3600,3,2,2,1,1,79963824,3,3,1,4,3,0,2011
9999999,2900,2,0,2,1,1,19340500,3,3,0,1,1,0,2011
9999999,3500,4,1,3,1,2,16081877,3,2,1,1,3,0,2011
300000,99999,1,0,2,3,1,41076740,3,3,0,4,1,1,2011
9999999,2490,2,1,2,1,1,69098824,3,4,1,4,3,0,2011
9999999,690,3,1,2,1,2,17599688,3,8,0,2,1,0,2011
9999999,2650,3,1,2,1,1,35221412,3,4,0,1,1,0,2011
9999999,228,2,1,3,1,2,625769,3,10,0,3,1,0,2011
9999999,1183,4,0,2,1,1,110527632,3,3,0,3,1,0,2011
300000,99999,2,1,2,3,2,22620252,3,3,0,1,1,1,2011
9999999,1400,4,1,2,1,1,121011904,3,10,1,3,3,0,2011
9999999,752,4,1,2,1,2,1001239,3,7,1,2,3,0,2011
9999999,2500,2,1,2,1,1,33105408,3,6,0,1,1,0,2011
9999999,1000,2,0,2,1,2,18938192,3,5,0,1,1,0,2011
9999999,1179,2,1,2,1,1,19079532,3,4,1,1,3,0,2011
9999999,1400,2,1,2,1,1,22339892,3,7,0,3,1,0,2011
9999999,603,3,1,2,1,1,72907680,3,9,0,2,1,0,2011
9999999,1078,4,1,2,1,2,39497184,3,10,0,3,1,0,2011
9999999,1700,2,1,2,3,1,32187880,3,10,1,2,3,0,2011
9999999,2800,2,0,2,1,1,15654726,3,1,0,2,1,0,2011
9999999,358,4,1,2,1,1,2686493,3,8,1,2,3,0,2011
5162488,99999,4,2,2,3,1,45787064,3,5,1,1,3,1,2011
9999999,1100,2,1,2,1,1,1001239,3,8,0,2,1,0,2011
9999999,3000,3,1,2,1,2,33921104,3,4,1,1,3,0,2011
1000000,99999,2,1,2,2,1,22620252,3,3,0,3,1,1,2011
9999999,302,3,1,2,1,1,19344896,3,7,0,3,1,0,2011
9999999,1699,2,1,2,1,1,19079532,3,4,1,1,3,0,2011
9999999,227,3,1,2,1,1,38195292,3,2,1,3,3,0,2011
9999999,1600,2,1,2,1,2,18938192,3,5,1,1,3,0,2011
9999999,500,4,1,2,1,2,3093922,3,7,1,3,3,0,2011
800000,99999,2,1,2,2,1,22620252,3,3,0,4,1,1,2011
5162488,99999,4,4,2,3,1,46024104,3,1,0,1,1,1,2011
9999999,350,4,1,2,1,2,4559610,3,7,1,3,3,0,2011
9999999,1475,1,0,2,1,2,21201052,3,6,0,1,1,0,2011
475000,99999,2,1,2,3,1,20209968,3,1,0,1,1,1,2011
9999999,1700,2,1,2,1,1,19344896,3,7,1,3,3,0,2011
9999999,654,4,1,2,1,2,101544720,3,10,1,3,3,0,2011
9999999,600,4,1,2,1,1,50628088,3,10,1,2,3,0,2011
9999999,800,1,1,2,1,2,17239036,3,2,1,2,3,0,2011
9999999,2900,2,0,2,1,1,41585008,3,5,1,1,3,0,2011
240000,99999,5,1,2,3,2,85567512,3,10,1,3,3,1,2011
9999999,3000,1,0,2,1,1,19340500,3,3,0,1,1,0,2011
900000,99999,3,3,2,3,1,77839320,3,1,1,1,3,1,2011
9999999,1200,3,0,2,1,1,49030580,3,3,0,1,1,0,2011
9999999,1350,2,1,2,1,1,44697324,3,4,0,2,1,0,2011
9999999,2070,1,0,2,1,1,19340500,3,3,0,1,1,0,2011
9999999,324,3,1,2,1,1,71320592,3,7,1,3,3,0,2011
9999999,247,3,1,3,1,2,500619,3,7,1,2,3,0,2011
300000,99999,1,0,2,3,1,15189042,3,6,0,1,1,1,2011
9999999,99999,3,1,2,1,2,54412384,3,10,1,3,3,1,2011
9999999,679,1,0,2,1,1,20932862,3,5,0,1,1,0,2011
9999999,600,2,1,2,1,1,18141284,3,9,0,2,1,0,2011
800000,99999,1,1,2,3,1,21861640,3,4,1,1,3,1,2011
500000,99999,3,1,2,2,1,18156604,3,8,1,1,3,1,2011
9999999,250,4,1,2,1,2,101134272,3,9,1,3,3,0,2011
9999999,3450,2,1,2,1,1,18828732,3,1,0,4,1,0,2011
9999999,1740,2,0,2,1,1,37657464,3,1,0,1,1,0,2011
9999999,2300,2,1,2,1,1,16960552,3,4,1,1,3,0,2011
9999999,2000,2,1,2,1,2,37876380,3,5,1,1,3,0,2011
9999999,3100,2,1,2,1,1,33105408,3,6,1,1,3,0,2011
25000,99999,4,2,2,3,1,63262636,3,8,1,2,3,1,2011
9999999,1200,1,0,2,1,1,18938192,3,5,0,1,1,0,2011
1000000,99999,4,2,2,3,1,18722512,3,1,1,1,3,1,2011
9999999,620,3,1,2,1,1,49999888,3,2,0,2,1,0,2011
9999999,2200,3,1,3,1,2,35835352,3,2,0,1,1,0,2011
9999999,3700,2,0,2,1,1,36090016,3,3,1,1,3,0,2011
9999999,2000,2,1,2,1,1,47331688,3,3,1,2,3,0,2011
9999999,1825,3,0,2,1,2,32158060,3,6,1,1,3,0,2011
9999999,853,2,1,2,2,1,46424688,3,7,0,1,1,0,2011
9999999,242,3,1,2,1,2,633907,3,8,1,2,3,0,2011
9999999,932,3,1,2,1,2,38527560,3,10,0,3,1,0,2011
9999999,227,3,1,2,1,1,17841440,3,2,0,2,1,0,2011
600000,99999,2,1,2,3,1,15189042,3,6,0,1,1,1,2011
750000,99999,3,1,2,3,1,71486712,3,2,1,4,3,1,2011
9999999,612,3,1,2,1,1,48407848,3,10,0,2,1,0,2011
9999999,2400,3,0,2,1,1,60187596,3,1,1,1,3,0,2011
9999999,2800,2,1,2,1,1,21201052,3,6,0,1,1,0,2011
9999999,680,2,1,2,1,1,43402800,3,10,1,3,3,0,2011
100000,99999,3,0,2,3,2,18399536,3,7,0,2,1,1,2011
9999999,4150,3,1,2,1,1,54508308,3,6,1,1,3,0,2011
9999999,2400,2,1,2,1,1,20115440,3,6,0,1,1,0,2011
850000,99999,2,0,2,3,1,22620252,3,3,1,1,3,1,2011
500000,99999,2,1,2,3,1,80604424,3,1,0,1,1,1,2011
1000000,99999,3,3,2,3,1,34605060,3,6,1,1,3,1,2011
9999999,1200,3,1,3,1,2,112698384,3,7,1,3,3,0,2011
9999999,2600,2,1,2,1,1,34374448,3,6,0,1,1,0,2011
9999999,1925,2,0,2,1,1,33921104,3,4,0,1,1,0,2011
9999999,886,4,1,2,1,2,59020580,3,10,1,3,3,0,2011
9999999,3000,4,1,2,1,1,64471864,3,4,0,1,1,0,2011
9999999,1650,2,1,2,1,1,44679784,3,7,0,1,1,0,2011
9999999,2150,1,0,2,1,1,16294510,3,3,0,1,1,0,2011
9999999,167,3,1,2,1,1,18803070,3,4,0,3,1,0,2011
9999999,500,3,1,2,1,2,31825254,3,4,1,1,3,0,2011
9999999,99999,1,0,2,3,1,17435836,3,4,0,4,1,1,2011
9999999,1600,1,0,2,3,1,18825748,3,1,0,1,1,0,2011
9999999,1800,2,1,2,3,2,18938192,3,5,0,1,1,0,2011
9999999,4000,3,0,2,1,1,31059956,3,6,0,1,1,0,2011
9999999,775,5,1,2,4,1,52435640,3,8,0,4,1,0,2011
9999999,2250,2,1,2,1,1,18828732,3,1,0,1,1,0,2011
9999999,803,3,1,2,1,1,17770196,3,9,1,2,3,0,2011
9999999,2400,1,0,2,1,1,16991848,3,3,0,4,1,0,2011
9999999,2100,1,0,2,1,1,18767582,3,1,0,3,1,0,2011
500000,99999,3,1,2,3,1,31542576,3,6,0,1,1,1,2011
500000,99999,3,1,2,3,1,51974140,3,10,0,2,1,1,2011
750000,99999,1,0,2,3,1,28056678,3,6,1,1,3,1,2011
9999999,2150,1,0,2,1,1,19079532,3,4,0,1,1,0,2011
9999999,795,2,1,2,1,2,16518587,3,10,1,1,3,0,2011
9999999,639,2,0,2,1,2,42337296,3,10,1,3,3,0,2011
9999999,2500,2,1,2,3,1,15189042,3,6,1,1,3,0,2011
9999999,2050,2,0,2,1,1,38159064,3,4,1,1,3,0,2011
