value,rentm,bdrms,non_bdrms,condition,coopcond,elevator,agperswt,borough,sub_borough,income,race,income_tile,owned,year
9999999,714,2,1,2,1,1,18759960,3,9,0,2,1,0,2014
1000000,99999,2,2,2,3,1,21966628,3,2,0,1,1,1,2014
140000,99999,4,1,2,3,1,94342528,3,3,0,1,1,1,2014
9999999,1400,2,1,2,1,2,18048884,3,10,0,2,1,0,2014
9999999,642,1,0,2,1,1,16412663,3,7,0,2,1,0,2014
9999999,617,1,0,2,1,2,51205904,3,1,1,1,3,0,2014
9999999,1200,2,1,2,1,2,21514652,3,6,1,1,3,0,2014
9999999,302,4,1,2,1,1,571070,3,7,1,3,3,0,2014
9999999,1980,3,1,2,1,2,45815436,3,8,0,1,1,0,2014
9999999,625,3,1,3,1,2,21643128,3,6,0,3,1,0,2014
9999999,796,2,1,3,1,2,37143208,3,7,0,2,1,0,2014
9999999,3230,2,1,8,1,1,36168340,3,3,1,1,3,0,2014
9999999,1870,1,0,2,1,1,21514652,3,6,0,1,1,0,2014
9999999,3000,2,1,2,1,1,17338770,3,6,0,1,1,0,2014
9999999,3300,2,0,2,2,1,41709344,3,3,0,4,1,0,2014
1500000,99999,3,2,2,3,1,77921608,3,6,1,1,3,1,2014
5851008,99999,4,2,2,2,1,19340448,3,6,0,1,1,1,2014
9999999,1800,3,1,2,1,2,18906864,3,10,1,3,3,0,2014
9999999,3195,2,1,2,1,1,21514652,3,6,0,1,1,0,2014
9999999,183,2,0,2,1,1,17425068,3,8,0,2,1,0,2014
9999999,99999,3,1,2,1,2,53533024,3,8,0,2,1,1,2014
9999999,312,3,1,3,1,2,553234,3,7,0,2,1,0,2014
9999999,5100,2,1,2,1,1,35072756,3,4,0,1,1,0,2014
9999999,527,3,2,3,1,2,59265496,3,6,0,3,1,0,2014
850000,99999,2,1,1,3,1,44639788,3,6,1,1,3,1,2014
9999999,1000,3,1,2,1,1,16412663,3,10,1,1,3,0,2014
9999999,1900,1,0,2,1,2,22236610,3,6,0,1,1,0,2014
600000,99999,4,2,2,3,1,17528936,3,8,1,2,3,1,2014
9999999,2200,2,0,2,1,1,18184202,3,3,0,4,1,0,2014
9999999,318,2,1,2,1,2,47757832,3,1,1,3,3,0,2014
9999999,650,3,1,3,1,2,2521363,3,10,1,2,3,0,2014
9999999,1500,2,0,2,1,1,18048884,3,10,1,1,3,0,2014
9999999,1620,1,0,2,1,2,19971342,3,2,1,1,3,0,2014
9999999,309,3,1,2,1,1,44155616,3,8,0,2,1,0,2014
9999999,2500,2,0,8,1,2,21615868,3,5,0,3,1,0,2014
9999999,1500,1,0,2,1,2,22236610,3,6,0,4,1,0,2014
9999999,4200,3,2,2,1,1,118367176,3,5,0,2,1,0,2014
9999999,1600,2,0,2,2,1,38191264,3,7,0,2,1,0,2014
9999999,204,3,0,2,1,1,101499792,3,3,1,3,3,0,2014
9999999,480,3,1,2,1,1,47805576,3,8,1,2,3,0,2014
9999999,1226,4,1,2,1,1,51052260,3,2,0,3,1,0,2014
9999999,176,2,1,2,1,1,17425068,3,8,1,2,3,0,2014
9999999,595,1,0,2,1,1,17627424,3,9,0,1,1,0,2014
9999999,394,3,1,2,1,2,1689565,3,8,0,2,1,0,2014
9999999,641,3,1,2,1,1,108752672,3,2,0,3,1,0,2014
9999999,2500,2,1,2,1,1,43029304,3,6,1,1,3,0,2014
9999999,2700,1,1,2,3,1,20709972,3,3,0,1,1,0,2014
9999999,700,1,0,2,1,1,20482832,3,2,0,4,1,0,2014
1000000,99999,3,1,2,3,2,34309168,3,4,1,1,3,1,2014
9999999,238,2,1,2,1,1,41801896,3,8,0,2,1,0,2014
9999999,350,3,1,2,1,2,2314643,3,7,1,3,3,0,2014
9999999,1900,1,0,2,4,1,15219523,3,6,0,1,1,0,2014
9999999,2100,3,1,2,1,1,38873560,3,7,0,4,1,0,2014
9999999,2200,1,0,2,1,2,16992952,3,2,0,3,1,0,2014
9999999,358,5,1,2,1,2,3492803,3,10,1,3,3,0,2014
1000000,99999,4,1,3,3,2,21941736,3,5,0,2,1,1,2014
9999999,250,3,1,3,1,1,86703184,3,9,0,3,1,0,2014
9999999,1400,3,1,3,2,2,130282016,3,7,1,3,3,0,2014
2000000,99999,6,2,2,3,1,81128848,3,7,0,4,1,1,2014
9999999,1300,2,2,2,1,1,33739424,3,10,0,3,1,0,2014
9999999,2278,2,1,2,1,2,17627424,3,9,0,1,1,0,2014
9999999,3000,2,1,2,1,1,18486482,3,3,0,3,1,0,2014
9999999,260,3,1,2,1,2,563555,3,10,1,3,3,0,2014
9999999,357,4,2,2,1,2,568245,3,10,0,3,1,0,2014
9999999,2400,2,0,8,1,2,21615868,3,5,0,1,1,0,2014
9999999,2475,3,1,2,1,2,32250324,3,8,1,1,3,0,2014
9999999,971,4,0,2,1,1,54566912,3,2,0,3,1,0,2014
9999999,921,3,1,2,1,1,31759564,3,10,1,1,3,0,2014
9999999,2690,2,0,2,1,2,38330692,3,3,0,1,1,0,2014
500000,99999,2,1,2,3,1,43029304,3,6,0,1,1,1,2014
9999999,4000,3,1,2,1,1,78222840,3,4,1,4,3,0,2014
9999999,4000,2,0,2,1,1,79814728,3,6,0,4,1,0,2014
9999999,7999,3,0,2,1,1,34364660,3,1,1,1,3,0,2014
9999999,1745,2,0,8,1,2,22156276,3,1,0,1,1,0,2014
9999999,4050,2,1,2,1,1,33857280,3,6,0,1,1,0,2014
9999999,4100,3,2,2,1,1,81763592,3,1,1,1,3,0,2014
9999999,1070,3,2,2,1,2,114507912,3,9,1,3,3,0,2014
9999999,357,4,1,2,1,1,571070,3,7,0,3,1,0,2014
9999999,1200,3,3,2,3,1,18296932,3,10,0,1,1,0,2014
9999999,1608,2,0,2,1,1,22156276,3,1,1,3,3,0,2014
9999999,2600,2,0,2,1,2,17153880,3,3,1,1,3,0,2014
9999999,1638,2,1,2,1,1,20392432,3,4,1,1,3,0,2014
9999999,1149,3,1,3,1,1,87537304,3,9,0,3,1,0,2014
9999999,1600,2,0,2,1,2,33857280,3,6,1,1,3,0,2014
9999999,1526,2,1,2,1,2,43231740,3,5,1,1,3,0,2014
9999999,1976,3,3,8,1,1,22156276,3,1,1,1,3,0,2014
9999999,1750,3,1,1,1,2,30251898,3,10,0,1,1,0,2014
9999999,337,4,1,1,1,2,2456637,3,8,0,2,1,0,2014
60000,99999,2,1,2,3,1,42504872,3,3,1,1,3,1,2014
9999999,2000,2,0,2,3,1,43029304,3,6,0,1,1,0,2014
9999999,4600,3,1,2,1,1,45685740,3,9,0,1,1,0,2014
9999999,1600,1,0,2,1,2,19971342,3,2,1,1,3,0,2014
9999999,99999,3,1,2,3,1,97127224,3,8,1,2,3,1,2014
2500000,99999,3,1,2,3,1,39076192,3,5,0,1,1,1,2014
900000,99999,2,0,2,3,1,34309168,3,4,1,1,3,1,2014
400000,99999,2,1,2,3,1,28251930,3,10,0,1,1,1,2014
9999999,900,1,1,2,1,1,23554576,3,6,1,1,3,0,2014
9999999,2700,2,1,2,1,1,21514652,3,6,1,1,3,0,2014
9999999,1900,2,0,2,3,1,20699056,3,3,0,1,1,0,2014
9999999,2000,4,0,3,1,2,228403424,3,10,1,3,3,0,2014
9999999,3500,2,1,2,1,2,22521696,3,6,1,1,3,0,2014
9999999,3050,2,1,2,1,1,44757192,3,4,1,3,3,0,2014
2000000,99999,3,2,2,3,1,40934072,3,5,1,1,3,1,2014
9999999,1550,2,1,2,1,1,25319268,3,10,0,3,1,0,2014
9999999,1289,3,0,2,1,2,93797672,3,10,0,3,1,0,2014
9999999,1300,1,0,2,1,2,22236610,3,6,1,4,3,0,2014
9999999,786,2,0,2,1,1,19737580,3,3,0,2,1,0,2014
110000,99999,5,3,2,1,2,76231792,3,4,1,1,3,1,2014
9999999,1300,5,0,2,1,1,95758424,3,10,1,3,3,0,2014
9999999,1400,2,1,2,1,1,20392432,3,4,0,1,1,0,2014
9999999,1560,2,0,2,1,2,69589776,3,9,1,3,3,0,2014
9999999,3000,2,1,2,2,1,60153608,3,3,1,2,3,0,2014
9999999,357,2,1,3,1,2,18578440,3,3,1,3,3,0,2014
9999999,3200,4,3,2,1,1,48067148,3,7,0,1,1,0,2014
550000,99999,1,1,2,3,1,17431684,3,6,0,1,1,1,2014
9999999,1500,2,1,2,1,2,35455012,3,8,1,1,3,0,2014
369000,99999,1,1,2,3,1,48597896,3,4,0,1,1,1,2014
9999999,1790,1,0,2,1,2,22236610,3,6,0,3,1,0,2014
9999999,463,2,1,2,1,1,30585824,3,5,0,1,1,0,2014
9999999,3450,2,1,2,1,2,19971342,3,2,1,1,3,0,2014
5851008,99999,3,3,2,3,1,39076192,3,5,1,1,3,1,2014
9999999,7999,5,2,2,1,1,68278584,3,5,0,1,1,0,2014
9999999,2000,2,1,8,1,1,18578440,3,3,0,4,1,0,2014
9999999,700,3,1,2,1,1,73355000,3,5,1,2,3,0,2014
9999999,3000,2,0,2,3,1,40128632,3,4,1,1,3,0,2014
9999999,749,2,1,2,1,1,17425068,3,8,0,2,1,0,2014
9999999,349,4,1,2,1,2,1732392,3,7,0,3,1,0,2014
9999999,1925,1,0,2,1,1,21242316,3,6,0,1,1,0,2014
9999999,3100,1,0,2,1,1,39942684,3,2,1,1,3,0,2014
9999999,747,2,1,2,1,1,71892424,3,10,0,3,1,0,2014
9999999,1010,2,1,2,2,1,45280316,3,5,0,1,1,0,2014
9999999,1450,2,1,2,1,1,17536378,3,4,0,1,1,0,2014
9999999,1631,3,0,2,1,1,16563700,3,7,0,2,1,0,2014
9999999,1000,2,0,2,1,2,2880094,3,7,0,3,1,0,2014
2100000,99999,4,0,2,2,1,42504872,3,3,1,1,3,1,2014
2000000,99999,4,1,2,3,1,98895440,3,3,0,1,1,1,2014
9999999,1270,2,0,2,1,1,16839024,3,10,1,3,3,0,2014
650000,99999,2,1,2,3,1,20064316,3,6,1,1,3,1,2014
9999999,2100,1,0,2,1,2,19971342,3,2,1,1,3,0,2014
9999999,785,2,2,2,1,2,41005276,3,1,1,1,3,0,2014
2000000,99999,3,2,2,3,1,68830616,3,5,1,1,3,1,2014
1500000,99999,2,1,2,3,1,114008784,3,1,1,4,3,1,2014
9999999,3200,1,0,8,1,1,44398568,3,5,1,2,3,0,2014
9999999,800,2,0,2,1,1,21615868,3,5,1,1,3,0,2014
9999999,3256,3,1,2,1,1,46963192,3,6,1,1,3,0,2014
9999999,4350,3,2,2,1,1,19141974,3,3,1,1,3,0,2014
9999999,360,4,1,2,1,1,553234,3,8,1,2,3,0,2014
9999999,2500,2,1,2,1,2,20539848,3,1,0,3,1,0,2014
450000,99999,2,1,2,3,1,19718040,3,9,0,1,1,1,2014
9999999,437,4,1,2,1,2,1314519,3,8,1,2,3,0,2014
9999999,2065,2,1,2,1,1,41102376,3,6,1,1,3,0,2014
9999999,357,5,1,3,1,2,951981,3,10,0,3,1,0,2014
1350000,99999,2,0,2,3,1,40128632,3,3,1,1,3,1,2014
9999999,468,6,2,2,1,1,3076366,3,8,0,2,1,0,2014
9999999,2955,3,1,2,2,1,60985152,3,6,1,2,3,0,2014
9999999,254,2,1,2,1,2,575986,3,7,0,3,1,0,2014
9999999,4000,1,0,2,4,1,20392432,3,4,1,1,3,0,2014
80000,99999,1,0,2,1,1,20467036,3,5,0,1,1,1,2014
9999999,2000,2,0,2,2,1,19617230,3,5,0,2,1,0,2014
10000,99999,4,1,2,3,1,88002856,3,1,0,1,1,1,2014
9999999,7999,3,0,2,1,1,42499104,3,5,1,1,3,0,2014
9999999,3250,2,2,2,1,1,48283832,3,1,0,1,1,0,2014
9999999,2250,3,1,2,1,1,45865884,3,8,1,1,3,0,2014
2000000,99999,3,2,8,3,1,15219523,3,6,0,1,1,1,2014
9999999,1200,3,1,2,1,2,60004224,3,9,0,2,1,0,2014
9999999,1168,1,0,2,1,1,18048884,3,10,0,1,1,0,2014
9999999,302,4,1,2,3,2,2362928,3,7,1,3,3,0,2014
9999999,1300,3,2,2,3,1,35787768,3,10,1,1,3,0,2014
9999999,1401,1,0,2,3,1,20227434,3,6,0,1,1,0,2014
9999999,2650,2,0,3,1,2,21849254,3,6,0,4,1,0,2014
9999999,798,2,0,2,1,1,35706616,3,9,0,3,1,0,2014
9999999,302,4,1,2,1,2,1588717,3,10,0,3,1,0,2014
9999999,246,2,1,2,1,1,19951768,3,2,0,3,1,0,2014
9999999,800,2,1,2,1,2,136119872,3,8,0,2,1,0,2014
9999999,2800,2,0,2,1,1,98999456,3,5,1,1,3,0,2014
9999999,1350,1,0,2,1,1,20551188,3,8,0,1,1,0,2014
9999999,2800,2,0,2,3,1,17154584,3,4,0,2,1,0,2014
9999999,2625,1,0,2,1,1,18710200,3,3,0,4,1,0,2014
9999999,7999,3,0,2,1,1,22156276,3,1,0,1,1,0,2014
700000,99999,3,1,2,3,1,23270772,3,1,1,1,3,1,2014
5851008,99999,4,2,2,2,1,20064316,3,6,0,1,1,1,2014
9999999,320,3,1,2,1,1,1577409,3,7,1,2,3,0,2014
9999999,99999,3,1,2,2,1,21941736,3,5,0,1,1,1,2014
9999999,1450,3,1,2,1,1,71748376,3,8,1,2,3,0,2014
9999999,176,3,1,2,1,1,38314440,3,8,0,2,1,0,2014
9999999,567,2,1,2,1,2,17425068,3,8,1,2,3,0,2014
9999999,4050,1,0,2,1,1,21514652,3,6,1,1,3,0,2014
9999999,5000,3,2,2,1,1,110487688,3,5,0,1,1,0,2014
9999999,1768,2,1,2,1,1,20392432,3,4,0,1,1,0,2014
1400000,99999,3,0,2,2,1,21941736,3,5,0,1,1,1,2014
390000,99999,3,1,2,3,1,44371884,3,4,1,4,3,1,2014
9999999,3100,3,1,2,4,1,49999760,3,4,0,1,1,0,2014
9999999,4800,2,1,2,1,1,21615868,3,5,1,1,3,0,2014
9999999,1700,2,1,2,1,2,21514652,3,6,1,1,3,0,2014
9999999,232,1,0,2,1,1,20709972,3,3,0,1,1,0,2014
9999999,1200,2,1,2,1,2,56155288,3,10,0,4,1,0,2014
9999999,303,3,2,3,1,2,774530,3,2,1,3,3,0,2014
800000,99999,4,3,2,3,1,121783024,3,4,0,1,1,1,2014
9999999,1570,2,1,2,1,1,26735190,3,7,0,1,1,0,2014
9999999,400,3,1,2,1,1,4089264,3,10,1,3,3,0,2014
5851008,99999,5,2,2,3,1,46271328,3,5,0,1,1,1,2014
9999999,5250,2,0,2,1,1,19737580,3,1,1,1,3,0,2014
9999999,2495,2,0,2,1,2,36717976,3,3,0,1,1,0,2014
9999999,1250,4,1,2,3,1,17627424,3,9,1,4,3,0,2014
800000,99999,5,2,2,3,1,42137052,3,6,1,1,3,1,2014
9999999,500,2,1,2,1,2,538654,3,7,0,2,1,0,2014
9999999,7999,3,1,2,1,1,47410456,3,6,1,1,3,0,2014
9999999,495,2,1,2,1,1,19951768,3,2,1,3,3,0,2014
9999999,1600,2,0,2,1,2,16412663,3,10,1,1,3,0,2014
2500000,99999,4,4,2,1,1,47214632,3,5,1,1,3,1,2014
9999999,1300,3,0,3,1,2,81668984,3,2,0,4,1,0,2014
9999999,400,4,1,3,1,1,1243544,3,10,1,3,3,0,2014
9999999,1100,2,0,2,1,1,17425068,3,8,0,1,1,0,2014
9999999,850,3,2,2,1,2,65347520,3,4,0,1,1,0,2014
9999999,1400,2,1,2,4,1,16412663,3,7,0,2,1,0,2014
9999999,3750,1,0,2,4,1,20709972,3,3,0,1,1,0,2014
9999999,2200,3,0,2,1,2,67192040,3,6,1,3,3,0,2014
9999999,3800,2,2,2,1,1,39178808,3,4,1,1,3,0,2014
9999999,3000,2,0,8,1,1,35504712,3,3,0,4,1,0,2014
9999999,900,4,2,2,2,1,48416316,3,5,0,4,1,0,2014
9999999,2250,2,1,3,1,2,41005276,3,1,0,1,1,0,2014
9999999,3500,3,1,2,1,1,17084442,3,4,1,1,3,0,2014
9999999,995,2,0,2,1,1,16839024,3,10,1,3,3,0,2014
9999999,3000,2,0,2,1,1,49424496,3,3,1,4,3,0,2014
25000,99999,3,1,2,3,1,45637496,3,8,1,2,3,1,2014
9999999,1950,2,1,2,1,2,21514652,3,6,1,1,3,0,2014
9999999,3095,3,1,3,1,2,22156276,3,1,1,1,3,0,2014
9999999,357,5,2,2,1,2,2630113,3,8,1,2,3,0,2014
9999999,435,3,1,2,1,1,41819264,3,2,0,3,1,0,2014
9999999,99999,3,1,2,1,1,41057256,3,7,0,4,1,1,2014
1000000,99999,3,1,2,3,1,39076192,3,5,0,1,1,1,2014
1300000,99999,3,2,2,2,1,51848784,3,6,0,1,1,1,2014
900000,99999,5,2,2,2,1,41020248,3,3,1,3,3,1,2014
600000,99999,4,2,2,3,1,35322096,3,6,1,1,3,1,2014
680000,99999,2,2,2,2,1,48043240,3,4,0,1,1,1,2014
9999999,1100,2,1,3,1,1,41819264,3,2,1,4,3,0,2014
9999999,400,4,1,2,1,2,2128236,3,7,1,2,3,0,2014
100000,99999,3,1,2,3,1,80199496,3,9,0,4,1,1,2014
9999999,880,2,1,2,1,1,18048884,3,10,0,1,1,0,2014
2000000,99999,3,1,2,3,1,75760912,3,3,1,1,3,1,2014
9999999,3000,2,1,2,1,1,21514652,3,6,0,1,1,0,2014
500000,99999,2,1,2,3,1,15419779,3,6,0,1,1,1,2014
9999999,400,2,1,2,1,2,18225500,3,2,1,1,3,0,2014
9999999,312,3,1,2,1,2,2415804,3,7,0,2,1,0,2014
5851008,99999,3,1,2,2,1,39475160,3,3,1,1,3,1,2014
9999999,1300,3,1,2,1,1,15879783,3,10,0,1,1,0,2014
9999999,996,2,0,2,1,1,18578440,3,3,0,3,1,0,2014
9999999,302,3,1,2,1,1,1802025,3,8,0,2,1,0,2014
1300000,99999,3,0,2,3,1,62433108,3,6,0,4,1,1,2014
9999999,1200,3,2,2,1,2,33739424,3,10,1,3,3,0,2014
9999999,1800,3,1,2,1,1,54294712,3,10,1,3,3,0,2014
9999999,3400,1,1,2,1,1,18578440,3,3,0,4,1,0,2014
9999999,3300,2,1,2,1,1,35939484,3,4,1,2,3,0,2014
9999999,4000,2,1,2,1,1,43029304,3,6,1,1,3,0,2014
2000000,99999,4,1,2,3,1,47214632,3,5,0,1,1,1,2014
9999999,3000,1,0,2,1,1,19165346,3,3,1,1,3,0,2014
9999999,349,4,1,2,1,2,2800096,3,7,1,2,3,0,2014
9999999,526,4,1,2,1,1,94329712,3,8,1,3,3,0,2014
9999999,1000,3,0,2,1,1,17695508,3,9,0,4,1,0,2014
9999999,1850,1,1,2,1,2,18911330,3,2,0,1,1,0,2014
9999999,1300,1,0,8,3,1,21402400,3,5,0,4,1,0,2014
9999999,2250,3,1,2,1,1,42089496,3,10,1,1,3,0,2014
720000,99999,2,1,2,2,1,57536908,3,1,0,1,1,1,2014
9999999,1850,1,1,2,1,1,21514652,3,6,0,1,1,0,2014
9999999,4450,2,1,2,1,1,99708640,3,5,1,1,3,0,2014
9999999,1100,2,1,2,1,2,16920556,3,10,0,2,1,0,2014
9999999,7999,3,1,2,1,1,19737580,3,3,1,1,3,0,2014
500000,99999,1,0,2,3,1,24736572,3,4,1,4,3,1,2014
9999999,680,4,1,2,1,2,45145192,3,10,1,3,3,0,2014
425000,99999,2,0,2,3,1,48870512,3,5,0,1,1,1,2014
9999999,1175,1,0,2,1,2,179023488,3,9,1,3,3,0,2014
9999999,1768,2,1,2,1,1,17536378,3,4,1,1,3,0,2014
9999999,2950,1,0,2,1,1,20709972,3,3,0,1,1,0,2014
400000,99999,2,0,2,3,1,15991577,3,6,1,1,3,1,2014
1400000,99999,3,2,2,2,1,49461648,3,6,0,1,1,1,2014
975000,99999,3,1,2,3,1,39076192,3,5,1,1,3,1,2014
9999999,960,3,1,2,1,1,52636264,3,9,0,2,1,0,2014
9999999,1634,4,3,2,4,1,129715424,3,8,0,3,1,0,2014
9999999,1200,4,1,3,4,2,61962260,3,2,1,4,3,0,2014
9999999,591,2,1,2,1,1,17984852,3,2,0,2,1,0,2014
40000,99999,4,1,2,3,1,45637496,3,8,0,2,1,1,2014
750000,99999,2,1,2,3,1,24066944,3,3,0,1,1,1,2014
500000,99999,2,1,2,3,1,24736572,3,4,0,1,1,1,2014
9999999,209,2,0,2,1,1,17425068,3,8,0,2,1,0,2014
400000,99999,2,1,2,3,1,19601200,3,8,0,2,1,1,2014
9999999,210,3,1,2,1,1,37800968,3,9,1,3,3,0,2014
9999999,926,3,1,2,1,1,228403424,3,10,1,3,3,0,2014
9999999,1895,3,1,2,1,1,34241152,3,10,0,1,1,0,2014
9999999,1100,3,1,8,1,1,108799160,3,10,1,3,3,0,2014
9999999,3500,2,0,2,1,2,44232276,3,1,0,1,1,0,2014
9999999,7999,3,0,2,1,2,21431736,3,8,0,2,1,0,2014
9999999,2595,3,0,3,1,2,55089020,3,1,0,1,1,0,2014
9999999,1325,2,1,2,1,2,39655704,3,10,0,4,1,0,2014
9999999,2240,1,1,2,1,1,21514652,3,6,0,1,1,0,2014
335000,99999,3,1,2,3,2,42484632,3,6,0,1,1,1,2014
900000,99999,2,1,2,3,1,24066944,3,3,1,1,3,1,2014
9999999,970,2,0,2,1,1,21615868,3,5,0,1,1,0,2014
76000,99999,3,1,2,3,2,70936504,3,7,1,2,3,1,2014
9999999,734,2,1,2,1,1,25003840,3,9,0,3,1,0,2014
9999999,591,2,1,2,1,1,30868316,3,5,0,3,1,0,2014
9999999,1400,2,1,2,1,1,33127400,3,2,0,2,1,0,2014
9999999,7999,4,1,2,3,1,110764496,3,6,0,1,1,0,2014
9999999,1995,1,0,2,1,1,20761446,3,1,0,1,1,0,2014
9999999,2450,2,1,2,1,2,34957384,3,2,0,1,1,0,2014
9999999,2100,2,1,2,1,2,38877164,3,2,0,1,1,0,2014
9999999,800,2,1,2,1,1,104024616,3,5,1,3,3,0,2014
9999999,500,4,2,2,2,1,33127400,3,7,0,2,1,0,2014
9999999,800,2,0,2,1,2,46615836,3,7,0,3,1,0,2014
5851008,99999,5,2,2,3,1,57536908,3,1,1,4,3,1,2014
9999999,964,2,1,2,1,1,101815376,3,10,0,3,1,0,2014
9999999,1500,2,0,2,3,2,23414824,3,5,0,1,1,0,2014
9999999,3300,2,1,2,1,1,19971342,3,2,1,1,3,0,2014
15000,99999,2,1,2,3,1,38104752,3,9,0,1,1,1,2014
9999999,2951,3,1,2,1,2,57514884,3,8,1,1,3,0,2014
9999999,1275,2,0,2,1,1,39003860,3,8,1,4,3,0,2014
9999999,1800,3,1,2,1,2,15782795,3,8,1,2,3,0,2014
950000,99999,3,1,2,3,1,43188964,3,5,1,1,3,1,2014
9999999,2900,3,1,2,1,1,45510528,3,5,1,1,3,0,2014
50000,99999,3,3,2,2,2,17707400,3,10,1,1,3,1,2014
9999999,1109,6,2,2,1,2,106060120,3,4,1,1,3,0,2014
9999999,247,2,1,2,1,2,2543810,3,10,1,3,3,0,2014
400000,99999,2,0,2,3,1,42504872,3,3,0,4,1,1,2014
9999999,1750,2,0,2,4,1,48041272,3,3,1,1,3,0,2014
9999999,473,4,2,2,1,2,44652732,3,7,0,3,1,0,2014
9999999,1050,1,0,2,1,1,17497656,3,9,0,3,1,0,2014
9999999,900,2,0,2,2,1,50888892,3,7,0,1,1,0,2014
400000,99999,1,1,2,3,1,15219523,3,6,0,1,1,1,2014
9999999,3250,3,2,2,1,2,37504280,3,2,0,1,1,0,2014
9999999,691,2,0,2,1,2,21615868,3,5,0,1,1,0,2014
9999999,3905,2,1,2,1,1,16796228,3,4,1,1,3,0,2014
9999999,2995,1,1,2,1,1,19737580,3,5,1,1,3,0,2014
9999999,285,1,0,2,1,1,18759960,3,9,0,2,1,0,2014
9999999,3500,3,1,2,1,2,82236488,3,6,1,1,3,0,2014
9999999,7999,4,1,2,1,1,111601864,3,6,0,3,1,0,2014
9999999,2700,3,1,2,1,2,40965664,3,2,0,1,1,0,2014
600000,99999,2,1,2,3,1,34309168,3,4,1,1,3,1,2014
9999999,5000,3,3,2,1,1,87511056,3,5,0,1,1,0,2014
9999999,2900,2,0,2,2,1,34669844,3,3,1,1,3,0,2014
9999999,1400,1,0,2,1,1,55651600,3,3,1,1,3,0,2014
9999999,990,3,2,2,1,2,136007184,3,10,1,3,3,0,2014
9999999,1800,2,1,2,1,1,16983920,3,6,0,1,1,0,2014
9999999,4700,2,0,2,1,1,19737580,3,3,1,1,3,0,2014
9999999,3600,2,0,2,1,1,44312552,3,1,1,1,3,0,2014
500000,99999,1,0,2,2,1,23270772,3,1,0,1,1,1,2014
9999999,700,1,0,2,1,2,21242316,3,6,0,1,1,0,2014
12000,99999,3,1,2,3,1,23339830,3,1,1,2,3,1,2014
9999999,7999,4,1,2,1,1,72772656,3,6,0,1,1,0,2014
1000000,99999,3,1,2,3,1,59580688,3,3,0,1,1,1,2014
9999999,1550,1,0,2,1,1,17175744,3,8,0,1,1,0,2014
9999999,7999,3,2,2,2,1,53841808,3,5,0,1,1,0,2014
9999999,970,1,0,2,1,2,16711195,3,9,0,1,1,0,2014
9999999,302,4,1,2,3,2,1526788,3,2,1,3,3,0,2014
9999999,1500,2,0,2,1,2,21514652,3,6,0,1,1,0,2014
9999999,3000,2,1,2,1,1,20392432,3,4,1,1,3,0,2014
9999999,1600,2,0,2,1,1,25548796,3,2,0,3,1,0,2014
9999999,99999,3,1,2,1,1,35698512,3,4,0,1,1,1,2014
9999999,4500,3,2,2,1,1,38283948,3,3,0,3,1,0,2014
720000,99999,2,1,2,3,1,23284768,3,3,0,3,1,1,2014
9999999,780,3,0,2,1,1,89606440,3,7,1,2,3,0,2014
30000,99999,3,2,2,3,1,19601200,3,8,0,2,1,1,2014
9999999,467,6,1,2,1,2,1300125,3,8,0,2,1,0,2014
625000,99999,2,1,2,3,1,30439044,3,6,0,1,1,1,2014
9999999,2495,3,0,8,2,1,43119940,3,3,1,4,3,0,2014
9999999,1300,2,1,2,1,2,36097764,3,10,1,1,3,0,2014
9999999,495,3,1,2,1,2,1778728,3,2,1,3,3,0,2014
9999999,2000,2,0,2,1,2,22156276,3,1,1,1,3,0,2014
600000,99999,3,1,2,3,1,19538096,3,5,0,1,1,1,2014
9999999,2300,1,0,2,1,1,20392432,3,4,0,1,1,0,2014
5851008,99999,4,1,2,2,1,42504872,3,3,1,1,3,1,2014
9999999,3600,1,0,2,1,1,31576118,3,4,1,1,3,0,2014
500000,99999,2,1,2,2,1,28251930,3,7,0,4,1,1,2014
9999999,750,2,1,2,1,2,25444446,3,8,1,2,3,0,2014
9999999,1850,1,0,2,3,2,20709972,3,3,0,1,1,0,2014
9999999,3300,2,1,2,1,1,61293096,3,8,0,1,1,0,2014
9999999,349,3,0,2,1,2,1588717,3,10,0,3,1,0,2014
9999999,2800,2,0,2,1,1,43231740,3,5,0,1,1,0,2014
1500000,99999,3,3,2,2,1,19538096,3,5,0,1,1,1,2014
9999999,247,2,1,2,1,1,19951768,3,2,0,3,1,0,2014
9999999,5500,4,0,2,1,1,47195652,3,3,1,1,3,0,2014
9999999,1800,2,1,2,1,2,22319894,3,6,0,1,1,0,2014
9999999,1200,2,0,2,1,1,21615868,3,5,1,1,3,0,2014
9999999,880,1,0,2,4,2,59768776,3,8,1,2,3,0,2014
849000,99999,4,2,2,3,1,52003200,3,10,1,1,3,1,2014
9999999,670,2,0,3,1,2,19951768,3,2,0,4,1,0,2014
5851008,99999,4,4,2,3,1,89117752,3,5,1,1,3,1,2014
9999999,2160,4,2,2,1,1,67301216,3,3,1,1,3,0,2014
9999999,3900,4,1,2,1,1,69930992,3,4,1,4,3,0,2014
150000,99999,3,1,2,3,2,2124272,3,10,0,3,1,1,2014
9999999,600,2,1,2,1,2,50735184,3,10,1,3,3,0,2014
9999999,325,2,1,3,1,2,1345343,3,7,1,3,3,0,2014
9999999,350,4,2,2,1,1,2941432,3,8,1,2,3,0,2014
