OBJECTID,Join_Count,OBJECTID_1,Address,Date,Unit,Price,Prox_Q,Q_0_150,Q_150_300,Q_300_450,Q_450_600,Q_600_750,A_0_150,A_150_300,A_300_450,East,West,mean_proximity,Kernel_RBC,Year_2004,Year_2005,Year_2006,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017,Year_2018,Year_2019,Year_2020
9339,1162,9339,169 EAST 69TH STREET,"07/14/2010
",#PHA,1527000,1,0,0,1,0,0,1,0,0,0,1,375,394739.0313,54,74,92,85,89,84,73,60,80,116,146,188,185,115,80,94,25
9340,1162,9340,169 EAST 69TH STREET,"04/08/2013
",#14C,1200000,1,0,0,1,0,0,1,0,0,0,1,375,394739.0313,54,74,92,85,89,84,73,60,80,116,146,188,185,115,80,94,25
9341,1162,9341,169 EAST 69TH STREET,"10/01/2009
",#14C,1375000,1,0,0,1,0,0,1,0,0,0,1,375,394739.0313,54,74,92,85,89,84,73,60,80,116,146,188,185,115,80,94,25
9342,1162,9342,169 EAST 69TH STREET,"10/07/2009
",#13-14,1400000,1,0,0,1,0,0,1,0,0,0,1,375,394739.0313,54,74,92,85,89,84,73,60,80,116,146,188,185,115,80,94,25
9343,1162,9343,169 EAST 69TH STREET,"12/08/2008
",#1314B,1750000,1,0,0,1,0,0,1,0,0,0,1,375,394739.0313,54,74,92,85,89,84,73,60,80,116,146,188,185,115,80,94,25
9344,1162,9344,169 EAST 69TH STREET,"03/15/2005
",#19A,1580000,1,0,0,1,0,0,1,0,0,0,1,375,394739.0313,54,74,92,85,89,84,73,60,80,116,146,188,185,115,80,94,25
9345,1162,9345,169 EAST 69TH STREET,"03/03/2011
",#19A,1850000,1,0,0,1,0,0,1,0,0,0,1,375,394739.0313,54,74,92,85,89,84,73,60,80,116,146,188,185,115,80,94,25
9346,1162,9346,169 EAST 69TH STREET,"03/06/2007
",#56B,1225000,1,0,0,1,0,0,1,0,0,0,1,375,394739.0313,54,74,92,85,89,84,73,60,80,116,146,188,185,115,80,94,25
9347,1162,9347,169 EAST 69TH STREET,"06/07/2013
",#3B/4B,1300000,1,0,0,1,0,0,1,0,0,0,1,375,394739.0313,54,74,92,85,89,84,73,60,80,116,146,188,185,115,80,94,25
9348,1162,9348,169 EAST 69TH STREET,"01/30/2015
",#5/6B,2000000,1,0,0,1,0,0,1,0,0,0,1,375,394739.0313,54,74,92,85,89,84,73,60,80,116,146,188,185,115,80,94,25
9349,1162,9349,169 EAST 69TH STREET,"04/30/2010
",#11C,1995000,1,0,0,1,0,0,1,0,0,0,1,375,394739.0313,54,74,92,85,89,84,73,60,80,116,146,188,185,115,80,94,25
9350,1162,9350,169 EAST 69TH STREET,"03/16/2017
",#16C,2075000,1,0,0,1,0,0,1,0,0,0,1,375,394739.0313,54,74,92,85,89,84,73,60,80,116,146,188,185,115,80,94,25
9351,1162,9351,169 EAST 69TH STREET,"05/15/2019
",#13A,2350000,1,0,0,1,0,0,1,0,0,0,1,375,394739.0313,54,74,92,85,89,84,73,60,80,116,146,188,185,115,80,94,25
9352,1162,9352,169 EAST 69TH STREET,"02/07/2018
",#5A,2400000,1,0,0,1,0,0,1,0,0,0,1,375,394739.0313,54,74,92,85,89,84,73,60,80,116,146,188,185,115,80,94,25
9353,1162,9353,169 EAST 69TH STREET,"05/16/2019
",#13A,2550000,1,0,0,1,0,0,1,0,0,0,1,375,394739.0313,54,74,92,85,89,84,73,60,80,116,146,188,185,115,80,94,25
9354,1162,9354,169 EAST 69TH STREET,"04/16/2019
",#17B,2800000,1,0,0,1,0,0,1,0,0,0,1,375,394739.0313,54,74,92,85,89,84,73,60,80,116,146,188,185,115,80,94,25
9355,1579,9355,196 EAST 75TH STREET,"07/18/2017
",#16G,550000,1,0,0,1,0,0,0,1,0,0,1,375,818799.375,189,170,139,149,136,101,120,65,78,131,154,128,294,274,209,105,21
9356,1579,9356,196 EAST 75TH STREET,"04/24/2018
",#4B,850000,1,0,0,1,0,0,0,1,0,0,1,375,818799.375,189,170,139,149,136,101,120,65,78,131,154,128,294,274,209,105,21
9357,1579,9357,196 EAST 75TH STREET,"11/17/2016
",#15D,999950,1,0,0,1,0,0,0,1,0,0,1,375,818799.375,189,170,139,149,136,101,120,65,78,131,154,128,294,274,209,105,21
9358,1579,9358,196 EAST 75TH STREET,"11/24/2014
",#3G,640000,1,0,0,1,0,0,0,1,0,0,1,375,818799.375,189,170,139,149,136,101,120,65,78,131,154,128,294,274,209,105,21
9359,1579,9359,196 EAST 75TH STREET,"01/19/2016
",#6G,875000,1,0,0,1,0,0,0,1,0,0,1,375,818799.375,189,170,139,149,136,101,120,65,78,131,154,128,294,274,209,105,21
9360,1579,9360,196 EAST 75TH STREET,"08/07/2019
",#17C,812000,1,0,0,1,0,0,0,1,0,0,1,375,818799.375,189,170,139,149,136,101,120,65,78,131,154,128,294,274,209,105,21
9361,1579,9361,196 EAST 75TH STREET,"01/26/2015
",#17C,960000,1,0,0,1,0,0,0,1,0,0,1,375,818799.375,189,170,139,149,136,101,120,65,78,131,154,128,294,274,209,105,21
9362,1579,9362,196 EAST 75TH STREET,"02/16/2017
",#7D,995000,1,0,0,1,0,0,0,1,0,0,1,375,818799.375,189,170,139,149,136,101,120,65,78,131,154,128,294,274,209,105,21
9363,1579,9363,196 EAST 75TH STREET,"11/23/2017
",#3G,1125000,1,0,0,1,0,0,0,1,0,0,1,375,818799.375,189,170,139,149,136,101,120,65,78,131,154,128,294,274,209,105,21
9364,1579,9364,196 EAST 75TH STREET,"08/13/2019
",#5D,845000,1,0,0,1,0,0,0,1,0,0,1,375,818799.375,189,170,139,149,136,101,120,65,78,131,154,128,294,274,209,105,21
9365,1579,9365,196 EAST 75TH STREET,"08/15/2019
",#14E,975000,1,0,0,1,0,0,0,1,0,0,1,375,818799.375,189,170,139,149,136,101,120,65,78,131,154,128,294,274,209,105,21
9366,1579,9366,196 EAST 75TH STREET,"08/04/2015
",#14E,998750,1,0,0,1,0,0,0,1,0,0,1,375,818799.375,189,170,139,149,136,101,120,65,78,131,154,128,294,274,209,105,21
9367,1579,9367,196 EAST 75TH STREET,"08/08/2018
",#10D,1250000,1,0,0,1,0,0,0,1,0,0,1,375,818799.375,189,170,139,149,136,101,120,65,78,131,154,128,294,274,209,105,21
9368,1579,9368,196 EAST 75TH STREET,"08/07/2017
",#16E,1699000,1,0,0,1,0,0,0,1,0,0,1,375,818799.375,189,170,139,149,136,101,120,65,78,131,154,128,294,274,209,105,21
9369,1579,9369,196 EAST 75TH STREET,"06/19/2019
",#14C,2495000,1,0,0,1,0,0,0,1,0,0,1,375,818799.375,189,170,139,149,136,101,120,65,78,131,154,128,294,274,209,105,21
9370,1579,9370,196 EAST 75TH STREET,"12/15/2017
",#3CD,2975000,1,0,0,1,0,0,0,1,0,0,1,375,818799.375,189,170,139,149,136,101,120,65,78,131,154,128,294,274,209,105,21
9371,1579,9371,196 EAST 75TH STREET,"03/06/2017
",#4EF,2850000,1,0,0,1,0,0,0,1,0,0,1,375,818799.375,189,170,139,149,136,101,120,65,78,131,154,128,294,274,209,105,21
9372,2275,9372,399 EAST 72ND STREET,"12/18/2012
",#10J,306000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9373,1990,9373,1344 1 AVENUE,"12/18/2012
",#10J,306000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9374,2275,9374,399 EAST 72ND STREET,"05/16/2013
",#15G,370000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9375,1990,9375,1344 1 AVENUE,"05/16/2013
",#15G,370000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9376,2275,9376,399 EAST 72ND STREET,"12/03/2014
",#18F,421000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9377,1990,9377,1344 1 AVENUE,"12/03/2014
",#18F,421000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9378,2275,9378,399 EAST 72ND STREET,"09/12/2014
",#5J,445000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9379,1990,9379,1344 1 AVENUE,"09/12/2014
",#5J,445000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9380,2275,9380,399 EAST 72ND STREET,"09/21/2018
",#5A,530000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9381,2275,9381,399 EAST 72ND STREET,"03/06/2017
",#5J,530000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9382,1990,9382,1344 1 AVENUE,"09/21/2018
",#5A,530000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9383,1990,9383,1344 1 AVENUE,"03/06/2017
",#5J,530000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9384,2275,9384,399 EAST 72ND STREET,"06/14/2018
",#15G,540000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9385,1990,9385,1344 1 AVENUE,"06/14/2018
",#15G,540000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9386,2275,9386,399 EAST 72ND STREET,"11/03/2016
",#15F,720000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9387,1990,9387,1344 1 AVENUE,"11/03/2016
",#15F,720000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9388,2275,9388,399 EAST 72ND STREET,"03/11/2013
",#6D,463000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9389,1990,9389,1344 1 AVENUE,"03/11/2013
",#6D,463000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9390,2275,9390,399 EAST 72ND STREET,"08/22/2013
",#14D,485000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9391,1990,9391,1344 1 AVENUE,"08/22/2013
",#14D,485000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9392,2275,9392,399 EAST 72ND STREET,"07/15/2013
",#8D,540000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9393,1990,9393,1344 1 AVENUE,"07/15/2013
",#8D,540000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9394,2275,9394,399 EAST 72ND STREET,"07/26/2014
",#8D,549000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9395,2275,9395,399 EAST 72ND STREET,"05/19/2014
",#8D,549000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9396,2275,9396,399 EAST 72ND STREET,"03/14/2014
",#8D,549000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9397,2275,9397,399 EAST 72ND STREET,"05/11/2013
",#8D,549000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9398,1990,9398,1344 1 AVENUE,"07/26/2014
",#8D,549000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9399,1990,9399,1344 1 AVENUE,"05/19/2014
",#8D,549000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9400,1990,9400,1344 1 AVENUE,"03/14/2014
",#8D,549000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9401,1990,9401,1344 1 AVENUE,"05/11/2013
",#8D,549000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9402,2275,9402,399 EAST 72ND STREET,"08/19/2013
",#6H,550000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9403,1990,9403,1344 1 AVENUE,"08/19/2013
",#6H,550000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9404,2275,9404,399 EAST 72ND STREET,"03/30/2018
",#12H,885000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9405,1990,9405,1344 1 AVENUE,"03/30/2018
",#12H,885000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9406,2275,9406,399 EAST 72ND STREET,"03/08/2013
",#11B,599000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9407,1990,9407,1344 1 AVENUE,"03/08/2013
",#11B,599000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9408,2275,9408,399 EAST 72ND STREET,"04/16/2013
",#17H,605000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9409,1990,9409,1344 1 AVENUE,"04/16/2013
",#17H,605000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9410,2275,9410,399 EAST 72ND STREET,"06/24/2015
",#5B,625000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9411,1990,9411,1344 1 AVENUE,"06/24/2015
",#5B,625000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9412,2275,9412,399 EAST 72ND STREET,"03/28/2018
",#11B,775000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9413,1990,9413,1344 1 AVENUE,"03/28/2018
",#11B,775000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9414,2275,9414,399 EAST 72ND STREET,"08/03/2016
",#17H,905000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9415,1990,9415,1344 1 AVENUE,"08/03/2016
",#17H,905000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9416,2275,9416,399 EAST 72ND STREET,"07/20/2016
",#7B,805000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9417,1990,9417,1344 1 AVENUE,"07/20/2016
",#7B,805000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9418,2275,9418,399 EAST 72ND STREET,"10/27/2015
",#7E,1315000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9419,1990,9419,1344 1 AVENUE,"10/27/2015
",#7E,1315000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9420,2275,9420,399 EAST 72ND STREET,"06/01/2015
",#7E,1475000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9421,1990,9421,1344 1 AVENUE,"06/01/2015
",#7E,1475000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9422,2275,9422,399 EAST 72ND STREET,"09/27/2017
",#3E,1650000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9423,1990,9423,1344 1 AVENUE,"09/27/2017
",#3E,1650000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9424,2275,9424,399 EAST 72ND STREET,"12/02/2014
",#14E,1515000,1,0,1,0,0,0,0,0,0,1,0,225,671278.75,190,176,217,365,146,147,142,116,184,251,307,221,303,251,248,205,47
9425,1990,9425,1344 1 AVENUE,"12/02/2014
",#14E,1515000,1,0,1,0,0,0,0,0,0,1,0,225,654010.6875,164,139,199,356,140,144,122,116,157,231,266,196,278,207,225,153,39
9426,1198,9426,201 EAST 66,"12/09/2016
",#6J,485000,1,0,1,0,0,0,0,1,0,0,1,225,464935.7813,89,117,117,116,116,121,91,44,89,114,165,202,197,107,74,66,49
9427,1198,9427,201 EAST 66,"06/23/2017
",#18D,549000,1,0,1,0,0,0,0,1,0,0,1,225,464935.7813,89,117,117,116,116,121,91,44,89,114,165,202,197,107,74,66,49
9428,1198,9428,201 EAST 66,"01/19/2017
",#11N,680000,1,0,1,0,0,0,0,1,0,0,1,225,464935.7813,89,117,117,116,116,121,91,44,89,114,165,202,197,107,74,66,49
9429,1198,9429,201 EAST 66,"05/23/2019
",#9D,675000,1,0,1,0,0,0,0,1,0,0,1,225,464935.7813,89,117,117,116,116,121,91,44,89,114,165,202,197,107,74,66,49
9430,1198,9430,201 EAST 66,"08/10/2019
",#19K,725000,1,0,1,0,0,0,0,1,0,0,1,225,464935.7813,89,117,117,116,116,121,91,44,89,114,165,202,197,107,74,66,49
9431,1198,9431,201 EAST 66,"03/30/2017
",#4K,765000,1,0,1,0,0,0,0,1,0,0,1,225,464935.7813,89,117,117,116,116,121,91,44,89,114,165,202,197,107,74,66,49
9432,1198,9432,201 EAST 66,"03/11/2019
",#14E,1600000,1,0,1,0,0,0,0,1,0,0,1,225,464935.7813,89,117,117,116,116,121,91,44,89,114,165,202,197,107,74,66,49
9433,1198,9433,201 EAST 66,"10/07/2016
",#9E,1690000,1,0,1,0,0,0,0,1,0,0,1,225,464935.7813,89,117,117,116,116,121,91,44,89,114,165,202,197,107,74,66,49
9434,1198,9434,201 EAST 66,"09/13/2017
",#17M,1975000,1,0,1,0,0,0,0,1,0,0,1,225,464935.7813,89,117,117,116,116,121,91,44,89,114,165,202,197,107,74,66,49
9435,2598,9435,340 EAST 80TH,"08/13/2019
",#17U,465000,1,0,0,0,1,0,0,0,0,1,0,525,1228855,181,144,187,198,134,137,205,90,167,226,201,228,315,340,542,234,50
9436,2640,9436,333 EAST 79TH   STREET,"08/13/2019
",#17U,465000,1,0,0,0,0,1,0,0,0,1,0,675,1005014.75,180,182,219,180,198,167,225,141,170,275,248,190,279,385,411,277,39
9437,2598,9437,340 EAST 80TH,"09/27/2018
",#20D,755000,1,0,0,0,1,0,0,0,0,1,0,525,1228855,181,144,187,198,134,137,205,90,167,226,201,228,315,340,542,234,50
9438,2640,9438,333 EAST 79TH   STREET,"09/27/2018
",#20D,755000,1,0,0,0,0,1,0,0,0,1,0,675,1005014.75,180,182,219,180,198,167,225,141,170,275,248,190,279,385,411,277,39
9439,2598,9439,340 EAST 80TH,"11/15/2017
",#11W,703250,1,0,0,0,1,0,0,0,0,1,0,525,1228855,181,144,187,198,134,137,205,90,167,226,201,228,315,340,542,234,50
9440,2640,9440,333 EAST 79TH   STREET,"11/15/2017
",#11W,703250,1,0,0,0,0,1,0,0,0,1,0,675,1005014.75,180,182,219,180,198,167,225,141,170,275,248,190,279,385,411,277,39
9441,2598,9441,340 EAST 80TH,"07/12/2018
",#11W,798250,1,0,0,0,1,0,0,0,0,1,0,525,1228855,181,144,187,198,134,137,205,90,167,226,201,228,315,340,542,234,50
9442,2640,9442,333 EAST 79TH   STREET,"07/12/2018
",#11W,798250,1,0,0,0,0,1,0,0,0,1,0,675,1005014.75,180,182,219,180,198,167,225,141,170,275,248,190,279,385,411,277,39
9443,2598,9443,340 EAST 80TH,"05/20/2019
",#7Y,735000,1,0,0,0,1,0,0,0,0,1,0,525,1228855,181,144,187,198,134,137,205,90,167,226,201,228,315,340,542,234,50
9444,2640,9444,333 EAST 79TH   STREET,"05/20/2019
",#7Y,735000,1,0,0,0,0,1,0,0,0,1,0,675,1005014.75,180,182,219,180,198,167,225,141,170,275,248,190,279,385,411,277,39
9445,2598,9445,340 EAST 80TH,"01/04/2018
",#4K,635000,1,0,0,0,1,0,0,0,0,1,0,525,1228855,181,144,187,198,134,137,205,90,167,226,201,228,315,340,542,234,50
9446,2640,9446,333 EAST 79TH   STREET,"01/04/2018
",#4K,635000,1,0,0,0,0,1,0,0,0,1,0,675,1005014.75,180,182,219,180,198,167,225,141,170,275,248,190,279,385,411,277,39
9447,2598,9447,340 EAST 80TH,"06/13/2019
",#16J,720000,1,0,0,0,1,0,0,0,0,1,0,525,1228855,181,144,187,198,134,137,205,90,167,226,201,228,315,340,542,234,50
9448,2598,9448,340 EAST 80TH,"12/12/2018
",#11H,720000,1,0,0,0,1,0,0,0,0,1,0,525,1228855,181,144,187,198,134,137,205,90,167,226,201,228,315,340,542,234,50
9449,2640,9449,333 EAST 79TH   STREET,"06/13/2019
",#16J,720000,1,0,0,0,0,1,0,0,0,1,0,675,1005014.75,180,182,219,180,198,167,225,141,170,275,248,190,279,385,411,277,39
9450,2640,9450,333 EAST 79TH   STREET,"12/12/2018
",#11H,720000,1,0,0,0,0,1,0,0,0,1,0,675,1005014.75,180,182,219,180,198,167,225,141,170,275,248,190,279,385,411,277,39
9451,2598,9451,340 EAST 80TH,"09/07/2018
",#16S,826000,1,0,0,0,1,0,0,0,0,1,0,525,1228855,181,144,187,198,134,137,205,90,167,226,201,228,315,340,542,234,50
9452,2640,9452,333 EAST 79TH   STREET,"09/07/2018
",#16S,826000,1,0,0,0,0,1,0,0,0,1,0,675,1005014.75,180,182,219,180,198,167,225,141,170,275,248,190,279,385,411,277,39
9453,2598,9453,340 EAST 80TH,"07/23/2019
",#17V,761000,1,0,0,0,1,0,0,0,0,1,0,525,1228855,181,144,187,198,134,137,205,90,167,226,201,228,315,340,542,234,50
9454,2640,9454,333 EAST 79TH   STREET,"07/23/2019
",#17V,761000,1,0,0,0,0,1,0,0,0,1,0,675,1005014.75,180,182,219,180,198,167,225,141,170,275,248,190,279,385,411,277,39
9455,2598,9455,340 EAST 80TH,"02/01/2019
",#15D,997500,1,0,0,0,1,0,0,0,0,1,0,525,1228855,181,144,187,198,134,137,205,90,167,226,201,228,315,340,542,234,50
9456,2640,9456,333 EAST 79TH   STREET,"02/01/2019
",#15D,997500,1,0,0,0,0,1,0,0,0,1,0,675,1005014.75,180,182,219,180,198,167,225,141,170,275,248,190,279,385,411,277,39
9457,2598,9457,340 EAST 80TH,"08/22/2019
",#5C,1250000,1,0,0,0,1,0,0,0,0,1,0,525,1228855,181,144,187,198,134,137,205,90,167,226,201,228,315,340,542,234,50
9458,2640,9458,333 EAST 79TH   STREET,"08/22/2019
",#5C,1250000,1,0,0,0,0,1,0,0,0,1,0,675,1005014.75,180,182,219,180,198,167,225,141,170,275,248,190,279,385,411,277,39
9459,2598,9459,340 EAST 80TH,"10/24/2018
",#18E,3150000,1,0,0,0,1,0,0,0,0,1,0,525,1228855,181,144,187,198,134,137,205,90,167,226,201,228,315,340,542,234,50
9460,2640,9460,333 EAST 79TH   STREET,"10/24/2018
",#18E,3150000,1,0,0,0,0,1,0,0,0,1,0,675,1005014.75,180,182,219,180,198,167,225,141,170,275,248,190,279,385,411,277,39
9461,4877,9461,238 EAST 84TH STREET,"07/17/2006
",#1B,235100,1,0,1,0,0,0,0,0,1,0,1,225,1617637.5,297,342,322,283,298,230,324,226,369,290,368,575,808,816,573,394,134
9462,4877,9462,238 EAST 84TH STREET,"06/17/2010
",#1B,265000,1,0,1,0,0,0,0,0,1,0,1,225,1617637.5,297,342,322,283,298,230,324,226,369,290,368,575,808,816,573,394,134
9463,4877,9463,238 EAST 84TH STREET,"05/11/2011
",#3B,204000,1,0,1,0,0,0,0,0,1,0,1,225,1617637.5,297,342,322,283,298,230,324,226,369,290,368,575,808,816,573,394,134
9464,4877,9464,238 EAST 84TH STREET,"03/24/2014
",#2B,265000,1,0,1,0,0,0,0,0,1,0,1,225,1617637.5,297,342,322,283,298,230,324,226,369,290,368,575,808,816,573,394,134
9465,4877,9465,238 EAST 84TH STREET,"12/21/2009
",#2B,270000,1,0,1,0,0,0,0,0,1,0,1,225,1617637.5,297,342,322,283,298,230,324,226,369,290,368,575,808,816,573,394,134
9466,4877,9466,238 EAST 84TH STREET,"09/25/2008
",#5C,317500,1,0,1,0,0,0,0,0,1,0,1,225,1617637.5,297,342,322,283,298,230,324,226,369,290,368,575,808,816,573,394,134
9467,4877,9467,238 EAST 84TH STREET,"02/22/2012
",#B1,299000,1,0,1,0,0,0,0,0,1,0,1,225,1617637.5,297,342,322,283,298,230,324,226,369,290,368,575,808,816,573,394,134
9468,4877,9468,238 EAST 84TH STREET,"06/30/2006
",#4B,251000,1,0,1,0,0,0,0,0,1,0,1,225,1617637.5,297,342,322,283,298,230,324,226,369,290,368,575,808,816,573,394,134
9469,4877,9469,238 EAST 84TH STREET,"04/02/2014
",#4B,285000,1,0,1,0,0,0,0,0,1,0,1,225,1617637.5,297,342,322,283,298,230,324,226,369,290,368,575,808,816,573,394,134
9470,4877,9470,238 EAST 84TH STREET,"03/28/2013
",#C2,329000,1,0,1,0,0,0,0,0,1,0,1,225,1617637.5,297,342,322,283,298,230,324,226,369,290,368,575,808,816,573,394,134
9471,4877,9471,238 EAST 84TH STREET,"10/10/2012
",#4A,330000,1,0,1,0,0,0,0,0,1,0,1,225,1617637.5,297,342,322,283,298,230,324,226,369,290,368,575,808,816,573,394,134
9472,4877,9472,238 EAST 84TH STREET,"09/26/2006
",#4A,320000,1,0,1,0,0,0,0,0,1,0,1,225,1617637.5,297,342,322,283,298,230,324,226,369,290,368,575,808,816,573,394,134
9473,4877,9473,238 EAST 84TH STREET,"12/26/2012
",#3A,315000,1,0,1,0,0,0,0,0,1,0,1,225,1617637.5,297,342,322,283,298,230,324,226,369,290,368,575,808,816,573,394,134
9474,4877,9474,238 EAST 84TH STREET,"04/22/2013
",#3A,315000,1,0,1,0,0,0,0,0,1,0,1,225,1617637.5,297,342,322,283,298,230,324,226,369,290,368,575,808,816,573,394,134
