OBJECTID,Join_Count,OBJECTID_1,Address,Date,Unit,Price,Prox_Q,Q_0_150,Q_150_300,Q_300_450,Q_450_600,Q_600_750,A_0_150,A_150_300,A_300_450,East,West,mean_proximity,Kernel_RBC,Year_2004,Year_2005,Year_2006,Year_2007,Year_2008,Year_2009,Year_2010,Year_2011,Year_2012,Year_2013,Year_2014,Year_2015,Year_2016,Year_2017,Year_2018,Year_2019,Year_2020
4904,2725,4904,221 EAST 76TH   STREET,"11/13/2015
",#5AB,989000,1,0,0,1,0,0,0,1,0,0,1,375,1050012.625,292,347,317,297,235,259,270,170,139,239,255,275,391,398,335,223,30
4905,2738,4905,221 EAST 76TH STREET,"11/13/2015
",#5AB,989000,1,0,0,1,0,0,0,1,0,0,1,375,1050012.625,292,347,318,298,236,260,271,170,140,239,255,284,391,398,336,224,30
4906,1649,4906,230 EAST 71ST STREET,"10/02/2014
",#1G,380000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4907,1663,4907,230 EAST 71 STREET,"10/02/2014
",#1G,380000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4908,1649,4908,230 EAST 71ST STREET,"12/23/2012
",#1G,399000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4909,1663,4909,230 EAST 71 STREET,"12/23/2012
",#1G,399000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4910,1649,4910,230 EAST 71ST STREET,"02/06/2014
",#2E,420000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4911,1663,4911,230 EAST 71 STREET,"02/06/2014
",#2E,420000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4912,1649,4912,230 EAST 71ST STREET,"08/28/2013
",#3J,432500,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4913,1663,4913,230 EAST 71 STREET,"08/28/2013
",#3J,432500,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4914,1649,4914,230 EAST 71ST STREET,"10/09/2012
",#3J,499000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4915,1663,4915,230 EAST 71 STREET,"10/09/2012
",#3J,499000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4916,1649,4916,230 EAST 71ST STREET,"06/14/2012
",#3J,550000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4917,1663,4917,230 EAST 71 STREET,"06/14/2012
",#3J,550000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4918,1649,4918,230 EAST 71ST STREET,"05/20/2010
",#2A,495000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4919,1663,4919,230 EAST 71 STREET,"05/20/2010
",#2A,495000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4920,1649,4920,230 EAST 71ST STREET,"12/29/2015
",#2A,520000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4921,1663,4921,230 EAST 71 STREET,"12/29/2015
",#2A,520000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4922,1649,4922,230 EAST 71ST STREET,"10/06/2011
",#1E,405000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4923,1663,4923,230 EAST 71 STREET,"10/06/2011
",#1E,405000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4924,1649,4924,230 EAST 71ST STREET,"03/15/2017
",#1E,549000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4925,1663,4925,230 EAST 71 STREET,"03/15/2017
",#1E,549000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4926,1649,4926,230 EAST 71ST STREET,"04/04/2011
",#3A,390000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4927,1663,4927,230 EAST 71 STREET,"04/04/2011
",#3A,390000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4928,1649,4928,230 EAST 71ST STREET,"02/22/2010
",#3A,499000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4929,1663,4929,230 EAST 71 STREET,"02/22/2010
",#3A,499000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4930,1649,4930,230 EAST 71ST STREET,"07/01/2013
",#3E,400000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4931,1663,4931,230 EAST 71 STREET,"07/01/2013
",#3E,400000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4932,1649,4932,230 EAST 71ST STREET,"05/28/2012
",#6E,469000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4933,1663,4933,230 EAST 71 STREET,"05/28/2012
",#6E,469000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4934,1649,4934,230 EAST 71ST STREET,"11/05/2008
",#1H,499900,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4935,1663,4935,230 EAST 71 STREET,"11/05/2008
",#1H,499900,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4936,1649,4936,230 EAST 71ST STREET,"09/18/2008
",#3E,525000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4937,1663,4937,230 EAST 71 STREET,"09/18/2008
",#3E,525000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4938,1649,4938,230 EAST 71ST STREET,"05/30/2018
",#6A,550000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4939,1663,4939,230 EAST 71 STREET,"05/30/2018
",#6A,550000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4940,1649,4940,230 EAST 71ST STREET,"01/30/2017
",#6E,595000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4941,1649,4941,230 EAST 71ST STREET,"09/07/2016
",#2D,595000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4942,1663,4942,230 EAST 71 STREET,"01/30/2017
",#6E,595000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4943,1663,4943,230 EAST 71 STREET,"09/07/2016
",#2D,595000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4944,1649,4944,230 EAST 71ST STREET,"11/22/2017
",#4D,629000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4945,1663,4945,230 EAST 71 STREET,"11/22/2017
",#4D,629000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4946,1649,4946,230 EAST 71ST STREET,"09/18/2014
",#4A,449000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4947,1663,4947,230 EAST 71 STREET,"09/18/2014
",#4A,449000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4948,1649,4948,230 EAST 71ST STREET,"04/05/2018
",#4A,599000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4949,1663,4949,230 EAST 71 STREET,"04/05/2018
",#4A,599000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4950,1649,4950,230 EAST 71ST STREET,"02/14/2014
",#,310000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4951,1663,4951,230 EAST 71 STREET,"02/14/2014
",#,310000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4952,1649,4952,230 EAST 71ST STREET,"05/12/2015
",#4G,577050,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4953,1663,4953,230 EAST 71 STREET,"05/12/2015
",#4G,577050,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4954,1649,4954,230 EAST 71ST STREET,"02/07/2013
",#A,350000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4955,1663,4955,230 EAST 71 STREET,"02/07/2013
",#A,350000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4956,1649,4956,230 EAST 71ST STREET,"01/15/2013
",#A,359000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4957,1663,4957,230 EAST 71 STREET,"01/15/2013
",#A,359000,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4958,1649,4958,230 EAST 71ST STREET,"12/21/2009
",#1F,594500,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,174,195,172,260,296,239,159,109,273,117,87,137,237,188,162,136,44
4959,1663,4959,230 EAST 71 STREET,"12/21/2009
",#1F,594500,1,1,0,0,0,0,0,0,1,0,1,75,625444.4375,176,192,170,258,301,248,161,112,274,118,92,140,241,188,159,134,44
4960,4414,4960,305 EAST 88TH ST,"07/07/2008
",#1B,450000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4961,4414,4961,305 EAST 88TH ST,"03/31/2011
",#6B,414000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4962,4414,4962,305 EAST 88TH ST,"09/30/2009
",#6B,675000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4963,4414,4963,305 EAST 88TH STREET,"03/31/2011
",#6B,414000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4964,4414,4964,305 EAST 88TH ST,"09/26/2013
",#2B,435000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4965,4414,4965,305 EAST 88TH ST,"03/29/2010
",#6B,459999,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4966,4414,4966,305 EAST 88TH STREET,"09/30/2009
",#6B,675000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4967,4414,4967,305 EAST 88TH ST,"12/29/2009
",#6H,455000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4968,4414,4968,305 EAST 88TH ST,"05/21/2007
",#5D,515743,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4969,4551,4969,315 EAST 88TH STREET,"10/07/2013
",#3F,549000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,252,240,345,238,240,192,268,187,304,329,377,889,726,576,529,328,38
4970,4414,4970,305 EAST 88TH ST,"05/30/2013
",#5D,550000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4971,4414,4971,305 EAST 88TH ST,"03/20/2014
",#5E,582000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4972,4414,4972,305 EAST 88TH ST,"08/23/2018
",#5E,636000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4973,4414,4973,305 EAST 88TH ST,"06/07/2017
",#5D,650000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4974,4414,4974,305 EAST 88TH ST,"11/19/2008
",#4G,480000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4975,4414,4975,305 EAST 88TH STREET,"09/17/2015
",#4G,640000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4976,4414,4976,305 EAST 88TH STREET,"04/30/2010
",#4G,775000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4977,4414,4977,305 EAST 88TH ST,"10/21/2009
",#4C,600000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4978,4414,4978,305 EAST 88TH ST,"04/28/2011
",#4C,625000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4979,4551,4979,315 EAST 88TH STREET,"07/13/2010
",#1E,639000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,252,240,345,238,240,192,268,187,304,329,377,889,726,576,529,328,38
4980,4551,4980,315 EAST 88TH STREET,"07/09/2010
",#1E,639000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,252,240,345,238,240,192,268,187,304,329,377,889,726,576,529,328,38
4981,4551,4981,315 EAST 88TH STREET,"03/29/2010
",#1E,639000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,252,240,345,238,240,192,268,187,304,329,377,889,726,576,529,328,38
4982,4414,4982,305 EAST 88TH ST,"10/02/2009
",Unknown,699000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4983,4551,4983,315 EAST 88TH STREET,"10/08/2009
",#6B,699000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,252,240,345,238,240,192,268,187,304,329,377,889,726,576,529,328,38
4984,4551,4984,315 EAST 88TH STREET,"10/11/2017
",#3D,705000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,252,240,345,238,240,192,268,187,304,329,377,889,726,576,529,328,38
4985,4551,4985,315 EAST 88TH STREET,"05/22/2013
",#1E,725000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,252,240,345,238,240,192,268,187,304,329,377,889,726,576,529,328,38
4986,4551,4986,315 EAST 88TH STREET,"05/02/2013
",#3B,725000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,252,240,345,238,240,192,268,187,304,329,377,889,726,576,529,328,38
4987,4414,4987,305 EAST 88TH ST,"09/25/2008
",#4C,779000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4988,4414,4988,305 EAST 88TH ST,"04/08/2010
",#2A,600000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4989,4414,4989,305 EAST 88TH ST,"05/22/2007
",#2A,710000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4990,4414,4990,305 EAST 88TH ST,"04/16/2015
",#2A,735000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4991,4414,4991,305 EAST 88TH ST,"04/27/2017
",#2A,835000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4992,4414,4992,305 EAST 88TH ST,"12/04/2015
",#6A,875000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4993,4551,4993,315 EAST 88TH STREET,"03/08/2018
",#3G,1270000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,252,240,345,238,240,192,268,187,304,329,377,889,726,576,529,328,38
4994,4414,4994,305 EAST 88TH ST,"12/29/2017
",#4B,605000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4995,4414,4995,305 EAST 88TH ST,"11/15/2011
",#4A,636406,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4996,4414,4996,305 EAST 88TH ST,"03/30/2015
",#4A,792500,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4997,4414,4997,305 EAST 88TH ST,"09/30/2010
",#4EF,1150000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4998,4414,4998,305 EAST 88TH ST,"01/12/2016
",#4EF,1337000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
4999,4414,4999,305 EAST 88TH ST,"08/23/2012
",#2FG,1125000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
5000,4414,5000,305 EAST 88TH ST,"07/29/2010
",#1D2D,920000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
5001,4414,5001,305 EAST 88TH ST,"02/12/2008
",#1D2D,1150000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
5002,4414,5002,305 EAST 88TH ST,"12/01/2009
",#4AB,1295000,1,0,1,0,0,0,0,0,0,1,0,225,1538397.25,255,243,355,228,240,182,255,189,281,294,360,872,720,564,511,332,36
5003,1414,5003,112 EAST 83RD STREET,"05/22/2017
",#PHA,995000,1,0,0,0,1,0,0,1,0,0,1,525,914840.25,68,100,89,141,175,154,120,83,62,182,137,158,152,212,156,135,17
5004,1414,5004,112 EAST 83RD STREET,"12/04/2009
",#8A,925000,1,0,0,0,1,0,0,1,0,0,1,525,914840.25,68,100,89,141,175,154,120,83,62,182,137,158,152,212,156,135,17
5005,1414,5005,112 EAST 83RD STREET,"02/10/2012
",#8B9B,950000,1,0,0,0,1,0,0,1,0,0,1,525,914840.25,68,100,89,141,175,154,120,83,62,182,137,158,152,212,156,135,17
5006,1414,5006,112 EAST 83RD STREET,"07/28/2008
",#4A,1250000,1,0,0,0,1,0,0,1,0,0,1,525,914840.25,68,100,89,141,175,154,120,83,62,182,137,158,152,212,156,135,17
5007,1414,5007,112 EAST 83RD STREET,"04/17/2008
",#7A,1370000,1,0,0,0,1,0,0,1,0,0,1,525,914840.25,68,100,89,141,175,154,120,83,62,182,137,158,152,212,156,135,17
5008,1414,5008,112 EAST 83RD STREET,"07/09/2010
",#PHB,741000,1,0,0,0,1,0,0,1,0,0,1,525,914840.25,68,100,89,141,175,154,120,83,62,182,137,158,152,212,156,135,17
5009,1414,5009,112 EAST 83RD STREET,"07/08/2015
",#3A,1400000,1,0,0,0,1,0,0,1,0,0,1,525,914840.25,68,100,89,141,175,154,120,83,62,182,137,158,152,212,156,135,17
5010,1414,5010,112 EAST 83RD STREET,"12/01/2009
",#9C,1150000,1,0,0,0,1,0,0,1,0,0,1,525,914840.25,68,100,89,141,175,154,120,83,62,182,137,158,152,212,156,135,17
5011,1414,5011,112 EAST 83RD STREET,"06/25/2004
",#9C,1260000,1,0,0,0,1,0,0,1,0,0,1,525,914840.25,68,100,89,141,175,154,120,83,62,182,137,158,152,212,156,135,17
5012,1414,5012,112 EAST 83RD STREET,"04/07/2016
",#9C,1340000,1,0,0,0,1,0,0,1,0,0,1,525,914840.25,68,100,89,141,175,154,120,83,62,182,137,158,152,212,156,135,17
5013,1414,5013,112 EAST 83RD STREET,"08/22/2006
",Unknown,1379000,1,0,0,0,1,0,0,1,0,0,1,525,914840.25,68,100,89,141,175,154,120,83,62,182,137,158,152,212,156,135,17
5014,2676,5014,167 EAST 82ND STREET,"03/31/2011
",#PHC,1144000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5015,2676,5015,167 EAST 82ND STREET,"08/17/2016
",#PHC,1550000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5016,2676,5016,167 EAST 82ND STREET,"10/04/2013
",#1A,1250000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5017,2676,5017,167 EAST 82ND STREET,"01/20/2011
",#5D,860000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5018,2676,5018,167 EAST 82ND STREET,"02/10/2011
",#4D,890000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5019,2676,5019,167 EAST 82ND STREET,"03/14/2011
",#7D,950000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5020,2676,5020,167 EAST 82ND STREET,"02/01/2011
",#10D,1010000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5021,2676,5021,167 EAST 82ND STREET,"03/07/2018
",#4D,1375000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5022,2676,5022,167 EAST 82ND STREET,"11/12/2010
",#3D,865000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5023,2676,5023,167 EAST 82ND STREET,"02/06/2019
",#3D,1275000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5024,2676,5024,167 EAST 82ND STREET,"10/15/2010
",#8C,950000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5025,2676,5025,167 EAST 82ND STREET,"06/11/2018
",#6C,152766,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5026,2676,5026,167 EAST 82ND STREET,"10/14/2010
",#2C,835000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5027,2676,5027,167 EAST 82ND STREET,"10/21/2010
",#4C,920000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5028,2676,5028,167 EAST 82ND STREET,"10/18/2010
",#9C,1050000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5029,2676,5029,167 EAST 82ND STREET,"04/13/2011
",#10C,1100000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5030,2676,5030,167 EAST 82ND STREET,"07/29/2014
",#2C,1250000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5031,2676,5031,167 EAST 82ND STREET,"12/21/2014
",#10C,1595000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5032,2676,5032,167 EAST 82ND STREET,"09/17/2010
",#5C,935000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5033,2676,5033,167 EAST 82ND STREET,"03/30/2017
",#5C,1375000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5034,2676,5034,167 EAST 82ND STREET,"07/02/2018
",#5C,1400000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5035,2676,5035,167 EAST 82ND STREET,"11/20/2015
",#7C,1420000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5036,2676,5036,167 EAST 82ND STREET,"10/04/2013
",#1B,800000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5037,2676,5037,167 EAST 82ND STREET,"06/22/2013
",#1B,1425000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
5038,2676,5038,167 EAST 82ND STREET,"09/30/2010
",#5A,1875000,1,0,0,1,0,0,0,0,1,0,1,375,1327735.625,151,200,258,207,177,116,197,169,130,229,223,293,320,404,338,304,69
